id,name,full,team,pos,price,sel%,pts_25_26,mins,starts,ppg,g,a,xG,xA,xGI90,xGC90,cs,bonus,bps,defcon,defcon90,ict,joined,status,news,cop_next,pens,sp,fk,ep_next,born
133,Watson,Tom Watson,BHA,MID,5.0,0.0,5,57,0,0.8,0,0,0.04,0.03,0.11,2.72,0,0,15,5,7.89,1.6,2025-06-01,u,Has joined Leicester City on loan for the rest of the season,0,,,,0.0,2006-04-08
394,Alleyne,Max Alleyne,MCI,DEF,5.0,0.0,5,135,2,2.5,0,0,0.26,0.06,0.21,1.03,0,0,27,11,7.33,7.5,2022-12-16,a,,,,,,2.2,2005-07-21
216,Esse,Romain Esse,CRY,MID,5.0,0.1,4,40,0,1.0,0,0,0.0,0.04,0.09,3.92,0,0,12,5,11.25,1.5,2025-01-18,a,,,,,,1.5,2005-05-13
52,Alysson,Alysson Edward Franco da Rocha dos Santos,AVL,MID,5.0,0.0,3,47,0,1.0,0,0,0.05,0.05,0.2,3.58,0,0,11,4,7.66,1.5,2026-01-01,a,,,,,,1.5,2006-05-05
128,Buonanotte,Facundo Buonanotte,BHA,MID,5.0,0.1,3,81,1,0.8,0,0,0.06,0.28,0.38,2.79,0,0,9,6,6.67,7.4,2023-01-01,a,,,,,,1.5,2004-12-23
434,J.Fletcher,Jack Fletcher,MUN,MID,5.0,0.0,3,107,0,1.0,0,0,0.03,0.02,0.05,1.56,0,0,10,11,9.25,4.8,2024-07-12,a,,,,,,1.5,2007-03-19
435,Lacey,Shea Lacey,MUN,MID,5.0,0.1,3,40,0,1.0,0,0,0.1,0.01,0.24,1.15,0,0,9,3,6.75,1.7,2025-05-26,a,,,,,,1.5,2007-04-14
2,Arrizabalaga,Kepa Arrizabalaga Revuelta,ARS,GKP,5.0,0.1,2,90,1,2.0,0,0,0.0,0.0,0.0,0.98,0,0,11,0,0.0,2.0,2025-07-01,a,,,,,,2.6,1994-10-03
103,Dasilva,Josh Dasilva,BRE,MID,5.0,0.0,2,2,0,1.0,0,0,0.08,0.0,3.6,2.25,0,0,5,1,45.0,1.6,2025-10-23,a,,,,,,1.5,1998-10-23
99,Milambo,Antoni Milambo,BRE,MID,5.0,0.0,1,45,1,1.0,0,0,0.0,0.01,0.02,2.98,0,0,5,4,8.0,0.6,2025-07-03,d,Knee injury - 75% chance of playing,75,,,,1.1,2005-04-03
550,Jocelin.T,Djiamgone Jocelin Ta Bi,SUN,MID,5.0,0.0,1,38,1,1.0,0,0,0.0,0.04,0.09,0.57,0,0,4,3,7.11,1.0,2026-01-16,a,,,,,,1.5,2005-02-09
3,Meslier,Illan Meslier,ARS,GKP,5.0,0.1,0,0,0,0.0,11,0,0.0,0.0,0,0,0,0,11,0,0,0.0,2026-07-09,a,,,,,,2.6,2000-03-02
49,Iling Jr,Samuel Iling-Junior,AVL,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-01,a,,,,,,1.5,2003-10-04
566,Silva,António João Pereira de Albuquerque Tavares da Silva,BOU,DEF,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-01,a,,,,,,2.2,2003-10-30
120,Svoboda,Michael Svoboda,BHA,DEF,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-02,a,,,,,,2.2,1998-10-15
135,Yohanna,Zadok Yohanna,BHA,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,a,,,,,,1.5,2007-06-29
139,Ferguson,Evan Ferguson,BHA,FWD,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-08-23,i,Ankle injury - Expected back 10 Oct,0,,,,0.0,2004-10-19
504,Vuskovic,Luka Vušković,BHA,DEF,5.0,2.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-14,a,,,,,,2.2,2007-02-24
170,Emegha,Emmanuel Emegha,CHE,FWD,5.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,d,Hamstring injury - 75% chance of playing,75,,,,1.0,2003-02-03
183,Rudoni,Jack Rudoni,COV,MID,5.0,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-06-20,d,Shoulder injury - 75% chance of playing,75,,5,1,1.1,2001-06-14
184,Grimes,Matt Grimes,COV,MID,5.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-01-31,a,,,3,4,,1.5,1995-07-15
185,Sakamoto,Tatsuhiro Sakamoto,COV,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-10,a,,,,,,1.5,1996-10-22
187,Eccles,Josh Eccles,COV,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2018-07-01,a,,,,,,1.5,2000-04-06
194,Thomas-Asante,Brandon Thomas-Asante,COV,FWD,5.0,0.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-01,a,,,4,,,1.4,1998-12-29
195,Simms,Ellis Simms,COV,FWD,5.0,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-07,a,,,,,,1.4,2001-01-05
196,Markelo,Jahnoah Markelo,COV,FWD,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-01-27,a,,,,,,1.4,2003-01-04
217,M.França,Matheus França de Oliveira,CRY,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-08-05,a,,,,,,1.5,2004-04-01
218,Doucouré,Cheick Doucouré,CRY,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-07-11,a,,,,,,1.5,2000-01-08
219,J.Rak-Sakyi,Jesurun Rak-Sakyi,CRY,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-04-09,a,,,,,,1.5,2002-10-05
227,Travers,Mark Travers,EVE,GKP,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-15,a,,,,,,2.6,1999-05-18
286,Belloumi,Mohamed Belloumi,HUL,MID,5.0,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-30,a,,,,5,2,1.5,2002-06-01
287,Millar,Liam Millar,HUL,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-09,a,,,,,,1.5,1999-09-27
292,Ömür,Abdülkadir Ömür,HUL,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-02-01,a,,,,,,1.5,1999-06-25
293,Kamara,Abu Kamara,HUL,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-30,a,,,,,,1.5,2003-07-21
296,Akintola,David Akintola,HUL,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-15,a,,,,,,1.5,1996-01-13
563,Morita,Hidemasa Morita,HUL,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-24,a,,,,,,1.5,1995-05-10
309,Núñez,Marcelino Núñez,IPS,MID,5.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-29,a,,,,7,1,1.5,2000-03-01
310,Matusiwa,Azor Matusiwa,IPS,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-13,i,Muscular injury - Unknown return date,0,,,,0.0,1998-04-28
311,Burns,Wes Burns,IPS,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-06-09,a,,,,,,1.5,1994-11-23
314,Ogbene,Chiedozie Ogbene,IPS,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-28,a,,,,,,1.5,1997-05-01
317,Hirst,George Hirst,IPS,FWD,5.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-13,a,,,1,,,1.4,1999-02-15
319,Szmodics,Sam Szmodics,IPS,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-16,a,,,,,,1.5,1995-09-24
320,Akpom,Chuba Akpom,IPS,FWD,5.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-01,a,,,,,,1.4,1995-10-09
322,Al-Hamadi,Ali Al-Hamadi,IPS,FWD,5.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-01-29,a,,,,,,1.4,2002-03-01
324,Mehmeti,Anis Mehmeti,IPS,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-01-23,a,,,,,,1.5,2001-01-09
571,Florentino,Florentino Ibrain Morris Luís,IPS,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-04,a,,,,,,1.5,1999-08-19
334,Muharemović,Tarik Muharemović,LEE,DEF,5.0,1.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-17,a,,,,,,2.2,2003-02-28
340,Gelhardt,Joe Gelhardt,LEE,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-02-07,a,,,,,,1.5,2002-05-04
362,Jacquet,Jeremy Jacquet,LIV,DEF,5.0,1.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-01,a,,100,,,,2.2,2005-07-13
364,Tsimikas,Kostas Tsimikas,LIV,DEF,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2020-08-10,a,,,,,,2.2,1996-05-12
376,Bajcetic,Stefan Bajčetić Maquieira,LIV,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-07-11,i,Hamstring injury - Expected back 23 Aug,0,,,,0.0,2004-10-22
381,Koumas,Lewis Koumas,LIV,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-18,a,,,,,,1.5,
407,Echeverri,Claudio Echeverri,MCI,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-01-25,a,,,,,,1.5,2006-01-02
408,Phillips,Kalvin Phillips,MCI,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-07-04,a,,,,,,1.5,1995-12-02
410,Monga,Jeremy Monga,MCI,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-11,a,,,,,,1.5,2009-07-10
436,Collyer,Toby Collyer,MUN,MID,5.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-01,a,,,,,,1.5,2004-01-03
462,Steur,Sean Steur,NEW,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-09,a,,,,,,1.5,2008-01-11
559,Bamba,Aladji Bamba,NEW,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-24,a,,,,,,1.5,2006-07-14
567,Horníček,Lukás Hornícek,NEW,GKP,5.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-03,a,,,,,,2.6,2002-07-13
558,Schlager,Xaver Schlager,NFO,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-23,a,,,,,,1.5,1997-09-28
523,Moore,Mikey Moore,TOT,MID,5.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-05-01,a,,,,,,1.5,2007-08-11
204,Mitchell,Tyrick Mitchell,CRY,DEF,4.5,7.0,135,3253,36,3.6,1,3,1.59,2.53,0.11,1.38,12,8,498,245,6.78,136.0,2019-12-15,a,,,,,,1.7,1999-09-01
109,Verbruggen,Bart Verbruggen,BHA,GKP,4.5,16.8,130,3420,38,3.4,0,0,0.0,0.06,0.0,1.29,10,6,616,0,0.0,94.7,2023-07-03,a,,,,,,1.9,2002-08-18
57,Petrović,Đorđe Petrović,BOU,GKP,4.5,3.7,124,3420,38,3.3,0,0,0.0,0.0,0.0,1.49,11,5,512,0,0.0,82.4,2025-07-16,a,,,,,,1.9,1999-10-08
250,Leno,Bernd Leno,FUL,GKP,4.5,3.2,122,3420,38,3.2,0,0,0.0,0.02,0.0,1.39,9,8,556,0,0.0,81.5,2022-08-02,a,,,,,,1.9,1992-03-04
113,F.Kadıoğlu,Ferdi Kadıoğlu,BHA,DEF,4.5,2.9,118,3130,34,3.2,1,2,2.06,3.31,0.16,1.28,10,7,514,170,4.89,123.7,2024-08-27,a,,,,7,,1.7,1999-10-07
32,Cash,Matty Cash,AVL,DEF,4.5,7.8,117,3016,34,3.3,3,3,1.14,2.94,0.12,1.36,8,7,450,186,5.55,137.5,2020-09-03,a,,,,5,,1.7,1997-08-07
88,Kayode,Michael Kayode,BRE,DEF,4.5,4.0,113,3258,37,3.1,1,2,1.28,2.89,0.12,1.45,10,9,494,219,6.05,121.7,2025-07-01,a,,,,,,1.7,2004-07-10
423,Shaw,Luke Shaw,MUN,DEF,4.5,24.7,113,3220,38,3.0,1,1,0.72,1.98,0.08,1.25,10,3,449,224,6.26,97.4,2014-07-01,a,,,,,,1.7,1995-07-12
534,Hume,Trai Hume,SUN,DEF,4.5,2.3,110,3032,34,2.9,2,1,2.27,2.05,0.13,1.4,9,6,383,203,6.03,120.9,2022-01-04,a,,,,5,,1.7,2002-03-18
329,Rodon,Joe Rodon,LEE,DEF,4.5,1.8,109,2952,33,3.1,2,0,1.4,0.56,0.06,1.48,6,5,373,274,8.35,109.1,2024-07-02,a,,,,,,1.7,1997-10-22
257,Bassey,Calvin Bassey,FUL,DEF,4.5,0.5,103,2532,28,3.4,1,1,1.71,0.35,0.07,1.35,7,9,392,205,7.29,84.5,2023-07-28,a,,,,,,1.7,1999-12-31
31,Konsa,Ezri Konsa Ngoyo,AVL,DEF,4.5,17.0,100,3035,34,2.9,0,1,1.27,0.59,0.06,1.45,9,3,497,196,5.81,84.0,2019-07-11,a,,,,,,1.7,1997-10-23
116,Dunk,Lewis Dunk,BHA,DEF,4.5,0.7,100,2837,31,3.0,1,1,1.83,0.56,0.08,1.33,7,5,443,231,7.33,98.7,2009-07-01,a,,,,,2,1.7,1991-11-21
30,Digne,Lucas Digne,AVL,DEF,4.5,1.4,97,1842,21,3.1,0,7,0.67,3.28,0.19,1.36,7,5,381,113,5.52,98.5,2022-01-13,a,,,,4,,1.7,1993-07-20
330,Bogle,Jayden Bogle,LEE,DEF,4.5,0.4,96,2795,32,2.8,1,5,2.08,3.11,0.17,1.29,6,1,311,178,5.73,100.3,2024-07-20,a,,,,,,1.7,2000-07-27
233,Mykolenko,Vitalii Mykolenko,EVE,DEF,4.5,1.3,95,2959,33,2.9,0,1,0.28,2.46,0.08,1.47,9,2,350,231,7.03,102.3,2022-01-01,a,,,,,,1.7,1999-05-29
269,Sessegnon,Ryan Sessegnon,FUL,DEF,4.5,0.4,95,1816,20,3.5,3,3,1.6,1.8,0.17,1.3,6,8,332,218,10.8,86.7,2024-07-26,a,,,,,,1.7,2000-05-18
332,Justin,James Justin,LEE,DEF,4.5,0.5,94,1893,21,3.2,2,1,1.83,1.16,0.15,1.57,6,9,338,183,8.7,88.3,2025-08-25,a,,,,,,1.7,1998-02-23
494,Vicario,Guglielmo Vicario,TOT,GKP,4.5,1.5,90,2790,31,2.9,0,0,0.0,0.04,0.0,1.49,7,6,412,0,0.0,72.2,2023-07-01,a,,,,,,1.9,1996-10-07
115,De Cuyper,Maxim De Cuyper,BHA,DEF,4.5,1.4,84,1404,17,2.8,2,3,1.66,4.08,0.37,1.54,5,9,318,64,4.1,99.9,2025-07-05,a,,,,,3,1.7,2000-12-22
256,Tete,Kenny Tete,FUL,DEF,4.5,0.2,81,1791,21,3.7,1,0,0.92,1.46,0.12,1.3,6,5,318,165,8.29,73.9,2020-09-10,a,,,,,,1.7,1995-10-09
505,Spence,Djed Spence,TOT,DEF,4.5,9.3,78,2049,23,2.6,0,0,0.9,1.77,0.12,1.38,9,3,271,116,5.1,70.5,2022-07-19,a,,,,,,1.7,2000-08-09
87,Ajer,Kristoffer Ajer,BRE,DEF,4.5,1.5,76,1805,20,2.8,0,2,0.69,0.73,0.07,1.57,5,1,211,192,9.57,62.7,2021-07-21,a,,,,,,1.7,1998-04-17
536,Reinildo,Reinildo Mandava,SUN,DEF,4.5,0.5,74,1966,23,3.0,0,2,0.13,0.62,0.04,1.22,6,6,281,164,7.51,54.7,2025-07-08,a,,,,,,1.7,1994-01-21
325,Darlow,Karl Darlow,MUN,GKP,4.5,0.1,71,1980,22,3.2,0,0,0.0,0.05,0.0,1.29,5,3,334,0,0.0,53.4,2026-06-14,d,Unspecified injury - 75% chance of playing,75,,,,1.5,1990-10-08
331,Gudmundsson,Gabriel Gudmundsson,LEE,DEF,4.5,0.5,68,2637,31,2.1,0,0,1.1,2.89,0.14,1.4,5,8,286,184,6.28,96.4,2025-07-08,a,,,,,,1.7,1999-04-29
473,Aina,Ola Aina,NFO,DEF,4.5,4.6,67,1587,18,3.7,0,2,0.41,0.84,0.07,1.44,6,5,264,130,7.37,50.5,2023-07-22,a,,,,,,1.7,1996-10-08
254,Robinson,Antonee Robinson,FUL,DEF,4.5,2.7,65,1487,17,3.0,1,0,1.07,1.58,0.16,1.46,4,7,280,136,8.23,79.3,2020-08-20,a,,,1,,,1.7,1997-08-08
34,Pau,Pau Torres,AVL,DEF,4.5,0.2,64,1673,18,3.0,0,2,1.33,0.39,0.09,1.23,5,2,280,112,6.03,45.1,2023-07-12,a,,,,,,1.7,1997-01-16
258,Castagne,Timothy Castagne,FUL,DEF,4.5,0.2,61,1838,20,2.0,0,2,1.5,1.47,0.14,1.6,3,3,294,146,7.15,86.2,2023-08-29,a,,,,,,1.7,1995-12-05
64,Smith,Adam Smith,BOU,DEF,4.5,0.1,58,1073,14,2.6,0,2,0.0,0.23,0.02,1.52,6,4,185,70,5.87,27.1,2014-01-28,a,,,,,,1.7,1991-04-29
502,Robertson,Andrew Robertson,TOT,DEF,4.5,1.8,55,1165,11,2.3,1,0,1.1,1.4,0.19,1.35,4,4,216,55,4.25,68.2,2026-07-01,a,,,,,,1.7,1994-03-11
36,Maatsen,Ian Maatsen,AVL,DEF,4.5,0.6,54,1590,17,1.8,0,1,1.26,2.39,0.21,1.51,2,1,242,128,7.25,94.3,2024-06-28,a,,,,,,1.7,2002-03-10
422,Mazraoui,Noussair Mazraoui,MUN,DEF,4.5,0.7,53,977,11,2.6,0,0,0.19,0.35,0.05,1.2,5,6,233,94,8.66,36.8,2024-08-13,a,,,,,,1.7,1997-11-14
89,Henry,Rico Henry,BRE,DEF,4.5,0.2,52,1322,14,2.1,0,2,0.18,0.54,0.05,1.63,4,0,144,68,4.63,26.9,2016-08-31,a,,,,,,1.7,1997-07-08
33,Mings,Tyrone Mings,AVL,DEF,4.5,0.2,50,1322,15,2.9,0,1,1.3,0.42,0.12,1.59,3,4,169,107,7.28,46.8,2019-07-08,a,,,,,,1.7,1993-03-13
212,Hughes,Will Hughes,CRY,MID,4.5,11.1,45,1560,19,1.5,0,1,1.11,1.94,0.17,1.46,5,0,217,148,8.54,60.9,2021-08-28,a,,,,7,,1.0,1995-04-17
326,Perri,Lucas Estella Perri,LEE,GKP,4.5,0.7,43,1440,16,2.7,0,0,0.0,0.0,0.0,1.67,3,3,153,0,0.0,32.2,2025-07-26,a,,,,,,1.9,1997-12-10
421,Heaven,Ayden Heaven,MUN,DEF,4.5,0.4,42,920,11,2.5,0,1,0.34,0.18,0.05,1.17,2,3,164,93,9.1,29.1,2025-02-01,a,,,,,,1.7,2006-09-22
114,Boscagli,Olivier Boscagli,BHA,DEF,4.5,0.1,39,799,9,3.2,0,1,0.05,0.47,0.06,1.22,3,4,171,78,8.79,31.1,2025-07-02,a,,,,,,1.7,1997-11-18
151,Acheampong,Josh Acheampong,CHE,DEF,4.5,0.2,39,657,8,2.3,1,0,0.62,0.13,0.1,2.15,2,5,118,44,6.03,24.4,2024-03-10,a,,,,,,1.7,2006-05-05
255,J.Cuenca,Jorge Cuenca Barreno,FUL,DEF,4.5,0.0,39,935,11,2.6,0,0,0.05,0.53,0.05,1.41,2,1,155,117,11.26,31.2,2024-08-03,a,,,,,,1.7,1999-11-17
475,Savona,Nicolò Savona,NFO,DEF,4.5,0.0,39,1025,11,2.8,2,0,1.34,0.45,0.16,1.32,3,0,131,57,5.0,43.5,2025-08-30,i,Knee injury - Unknown return date,0,,,,0.0,2003-03-19
90,Hickey,Aaron Hickey,BRE,DEF,4.5,0.1,37,679,8,1.8,0,0,0.44,0.17,0.08,1.2,2,0,105,51,6.76,16.0,2022-07-09,a,,,,,,1.7,2002-06-10
147,Tosin,Tosin Adarabioyo,CHE,DEF,4.5,0.1,34,788,8,2.1,0,0,0.11,0.4,0.06,1.51,2,2,130,97,11.08,29.3,2024-07-01,a,,,,,,1.7,1997-09-24
489,Yates,Ryan Yates,NFO,MID,4.5,7.3,30,602,2,1.4,0,2,0.49,0.37,0.13,1.28,0,0,123,69,10.32,27.2,2018-08-01,a,,,,,,1.0,1997-11-21
37,Lindelöf,Victor Lindelöf,AVL,DEF,4.5,0.2,29,942,11,1.7,0,1,0.28,0.1,0.04,1.52,1,0,124,54,5.16,22.7,2025-09-01,a,,,,,,1.7,1994-07-17
506,Udogie,Destiny Udogie,TOT,DEF,4.5,0.4,29,1335,14,1.4,0,1,0.18,0.72,0.06,1.29,1,1,121,68,4.58,49.8,2022-08-16,a,,,,,,1.7,2002-11-28
333,Bornauw,Sebastiaan Bornauw,LEE,DEF,4.5,0.0,25,429,5,2.1,0,0,0.2,0.01,0.04,1.83,2,0,73,49,10.28,12.2,2025-07-01,a,,,,,,1.7,1999-03-22
234,Patterson,Nathan Patterson,EVE,DEF,4.5,0.0,22,238,3,3.1,0,0,0.03,0.04,0.03,1.39,2,0,67,31,11.72,8.8,2022-01-04,a,,,,,,1.7,2001-10-16
206,Chadi Riad,Chadi Riad Dnanou,CRY,DEF,4.5,0.1,20,550,6,2.2,0,1,0.33,0.13,0.07,1.49,1,0,84,45,7.36,18.3,,a,,,,,,1.7,
496,Kinsky,Antonín Kinský,TOT,GKP,4.5,19.0,20,630,7,2.9,0,0,0.0,0.0,0.0,0.79,2,0,76,0,0.0,10.3,2025-01-05,a,,,,,,1.9,2003-03-13
148,Hato,Jorrel Hato,CHE,DEF,4.5,1.1,19,1139,12,0.9,0,0,0.3,0.61,0.07,1.46,0,0,93,99,7.82,38.4,2025-08-03,a,,,,,,1.7,2006-03-07
395,Lewis,Rico Lewis,MCI,DEF,4.5,0.2,19,401,4,1.7,0,1,0.19,1.39,0.35,1.53,1,2,72,19,4.26,23.8,2022-07-16,a,,,,,,1.7,2004-11-21
29,M.Bizot,Marco Bizot,AVL,GKP,4.5,0.1,16,585,6,2.3,0,0,0.0,0.0,0.0,1.7,1,0,75,0,0.0,13.9,2025-07-15,a,,,,,,1.9,1991-03-10
531,Ellborg,Melker Ellborg,SUN,GKP,4.5,0.1,16,270,3,5.3,0,0,0.0,0.02,0.01,1.37,1,3,62,0,0.0,7.4,2026-02-01,a,,,,,,1.9,2003-05-22
270,Reed,Harrison Reed,FUL,MID,4.5,1.1,15,89,1,2.1,1,0,0.13,0.45,0.59,3.47,0,2,48,6,6.07,9.7,2020-08-30,a,,,,,,1.0,1995-01-27
91,Pinnock,Ethan Pinnock,BRE,DEF,4.5,0.1,14,318,4,3.5,0,0,0.01,0.06,0.02,1.05,1,2,53,42,11.89,12.3,2019-07-02,a,,,,,,1.7,1993-05-29
474,Jair Cunha,Jair Paula da Cunha Filho,NFO,DEF,4.5,0.4,13,514,6,1.4,0,0,0.27,0.06,0.06,1.81,0,0,48,47,8.23,14.2,2025-07-11,a,,,,,,1.7,2005-03-07
413,Bayindir,Altay Bayındır,MUN,GKP,4.5,0.2,11,540,6,1.8,0,0,0.0,0.05,0.01,1.54,0,0,49,0,0.0,12.8,2023-09-01,a,,,,,,1.9,1998-04-14
468,John,John Victor Maciel Furtado,NFO,GKP,4.5,0.1,11,437,5,2.2,0,0,0.0,0.0,0.0,1.26,1,0,32,0,0.0,5.7,2025-08-31,a,,,,,,1.9,1996-02-13
478,Netz,Luca Netz,NFO,DEF,4.5,0.0,11,353,3,1.6,0,0,0.0,0.41,0.1,2.01,0,0,33,27,6.88,10.4,2026-02-02,a,,,,,,1.7,2003-05-15
117,Coppola,Diego Coppola,BHA,DEF,4.5,0.0,10,193,2,2.0,0,0,0.0,0.01,0.0,2.11,1,0,32,18,8.39,4.8,,a,,,,,,1.7,
146,B.Badiashile,Benoît Badiashile Mukinayi,CHE,DEF,4.5,0.0,7,470,6,0.9,0,0,0.0,0.06,0.01,1.42,0,0,48,48,9.19,11.4,2023-01-05,a,,,,,,1.7,2001-03-26
199,Benitez,Walter Benítez,CRY,GKP,4.5,0.1,7,90,1,7.0,0,0,0.0,0.0,0.0,1.12,1,0,29,0,0.0,2.3,2025-07-01,a,,,,,,1.9,1993-01-19
118,Igor,Igor Julio dos Santos de Paulo,BHA,DEF,4.5,0.1,6,103,1,1.5,0,0,0.0,0.0,0.0,4.07,0,0,10,13,11.36,3.6,2023-07-26,a,,,,,,1.7,1998-02-07
205,Sosa,Borna Sosa,CRY,DEF,4.5,0.0,6,99,0,0.9,0,0,0.04,0.07,0.1,0.82,0,0,9,9,8.18,4.5,2025-07-11,a,,,,,,1.7,1998-01-21
272,Kusi-Asare,Jonah Kusi-Asare,FUL,FWD,4.5,8.1,6,49,0,0.9,0,0,0.0,0.07,0.13,2.02,0,0,19,5,9.18,2.3,2026-06-27,a,,,,,,1.0,2007-07-04
132,Howell,Harry Howell,BHA,MID,4.5,0.3,4,92,1,1.3,0,0,0.0,0.03,0.03,1.02,0,0,11,7,6.85,1.8,,a,,,,,,1.0,
150,M.Sarr,Mamadou Sarr,CHE,DEF,4.5,0.1,3,100,1,1.0,0,0,0.35,0.0,0.32,1.47,0,0,4,8,7.2,1.3,2025-06-09,a,,,,,,1.7,2005-08-29
51,George Hemmings,George Hemmings,AVL,MID,4.5,0.3,2,25,0,1.0,0,0,0.04,0.01,0.18,2.2,0,0,5,1,3.6,0.3,,a,,,,,,1.0,
220,Cardines,Rio Cardines,CRY,DEF,4.5,0.0,2,90,1,2.0,0,0,0.02,0.16,0.18,2.53,0,0,21,7,7.0,4.9,2025-07-24,a,,,,,,1.7,2006-07-01
221,Drakes-Thomas,Joél Drakes-Thomas,CRY,MID,4.5,0.1,2,7,0,1.0,0,0,0.0,0.0,0.0,9.39,0,0,6,3,38.57,0.3,2025-12-10,a,,,,,,1.0,2009-06-09
