id,name,full,team,pos,price,sel%,pts_25_26,mins,starts,ppg,g,a,xG,xA,xGI90,xGC90,cs,bonus,bps,defcon,defcon90,ict,joined,status,news,cop_next,pens,sp,fk,ep_next,born
56,Abraham,Tammy Abraham,AVL,FWD,5.5,0.0,23,278,2,1.9,2,0,2.05,0.36,0.78,1.66,0,2,93,13,4.21,27.1,2026-01-27,i,Shoulder injury - Expected back 23 Aug,0,,,,0.0,1997-10-02
224,Nketiah,Eddie Nketiah,CRY,FWD,5.5,0.5,23,414,2,1.9,2,0,1.77,0.46,0.48,2.06,0,3,100,38,8.26,37.8,2024-08-30,a,,,,,,1.8,1999-05-30
44,Bailey,Leon Bailey,AVL,MID,5.5,0.1,21,450,3,1.6,0,2,0.5,1.46,0.39,1.41,0,0,69,48,9.6,30.1,2021-08-04,a,,,,,,2.0,1997-08-09
245,Dibling,Tyler Dibling,EVE,MID,5.5,0.1,18,349,4,1.3,0,0,0.2,0.14,0.09,1.71,2,0,49,40,10.32,13.6,2025-08-25,a,,,,,,2.0,2006-02-17
486,McAtee,James McAtee,NFO,MID,5.5,0.1,17,288,2,1.2,0,1,0.18,0.37,0.18,2.29,0,0,60,32,10.0,17.3,2025-08-16,a,,,,,,2.0,2002-10-18
20,Dowman,Max Dowman,ARS,MID,5.5,0.2,16,152,1,2.7,1,1,1.19,0.3,0.88,0.52,1,0,51,16,9.47,16.6,,a,,,,,,2.0,
126,O'Riley,Matt O'Riley,BHA,MID,5.5,0.1,16,202,2,2.7,1,0,1.21,0.18,0.62,1.13,1,2,48,10,4.46,19.6,2024-08-26,a,,,2,,,2.0,2000-11-21
137,Tzimas,Stefanos Tzimas,BHA,FWD,5.5,0.0,16,132,1,1.8,1,1,0.44,0.11,0.38,1.77,0,0,55,15,10.23,17.7,2025-02-03,d,Knee injury - 75% chance of playing,75,,,,1.3,2006-01-06
242,George,Tyrique George,EVE,MID,5.5,0.1,16,351,1,1.1,0,0,0.64,1.19,0.47,1.66,1,0,55,23,5.9,23.9,2026-07-06,a,,,,,,2.0,2006-02-04
24,Nelson,Reiss Nelson,ARS,MID,5.5,0.0,13,118,0,1.3,0,1,0.71,0.11,0.62,2.3,0,0,39,23,17.54,10.0,2017-07-12,a,,,,,,2.0,1999-12-10
406,Kovačić,Mateo Kovačić,MCI,MID,5.5,0.0,9,125,1,1.5,0,1,0.13,0.42,0.39,2.88,0,0,41,18,12.96,11.5,2023-06-27,a,,,,,,2.0,1994-05-06
493,Kalimuendo,Arnaud Kalimuendo,NFO,FWD,5.5,0.1,9,89,0,1.0,0,0,0.44,0.02,0.46,1.59,0,0,24,6,6.07,6.3,2025-08-18,a,,,,,,1.8,2002-01-20
22,Nwaneri,Ethan Nwaneri,ARS,MID,5.5,0.0,8,165,0,1.3,0,0,0.23,0.08,0.17,0.4,1,0,20,13,7.09,5.4,2022-09-17,a,,,,,,2.0,2007-03-21
383,Elliott,Harvey Elliott,LIV,MID,5.5,0.1,5,110,1,1.0,0,0,0.29,0.08,0.31,1.42,0,0,17,6,4.91,7.4,2019-07-28,a,,,,,,2.0,2003-04-04
23,Fábio Vieira,Fábio Ferreira Vieira,ARS,MID,5.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-06-21,a,,,,,,2.0,2000-05-30
108,Wilson,Callum Wilson,BRE,FWD,5.5,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,41,0,0.0,2026-07-09,a,,,,,,1.8,1992-02-27
565,Sangaré,Mamadou Sangaré,BRE,MID,5.5,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-01,a,,,,,,2.0,2002-06-26
152,Palestra,Marco Palestra,CHE,DEF,5.5,1.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-01,a,,,,,,2.5,2005-03-03
164,Quenda,Geovany Quenda,CHE,MID,5.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,a,,100,,,,2.0,2007-04-30
568,Barco,Valentín Barco,CHE,MID,5.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-02,a,,,,,,2.0,2004-07-23
186,Mason-Clark,Ephron Mason-Clark,COV,MID,5.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-02-01,a,,,,,,2.0,1999-08-25
188,Torp,Victor Torp,COV,MID,5.5,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-01-11,a,,,2,6,2,2.0,1999-07-30
190,Tchaouna,Loum Tchaouna,COV,MID,5.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,69,0,0.0,2026-07-11,a,,,,,,2.0,2003-09-08
193,Wright,Haji Wright,COV,FWD,5.5,1.8,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-08-04,a,,,1,,,1.8,1998-03-27
247,Hackney,Hayden Hackney,EVE,MID,5.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-02,a,,,,,,2.0,2002-06-26
570,Palacios,César Palacios,FUL,MID,5.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-03,a,,,,,,2.0,2004-11-11
295,McBurnie,Oli McBurnie,HUL,FWD,5.5,1.8,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-06,a,,,2,,,1.8,1996-06-04
313,Clarke,Jack Clarke,IPS,MID,5.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-24,a,,,2,8,3,2.0,2000-11-23
315,Fatawu,Abdul Fatawu,IPS,MID,5.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-21,a,,,,,,2.0,2004-03-08
316,Emersonn,Emersonn Correia da Silva,IPS,FWD,5.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-08,a,,,,,,1.8,2004-07-16
318,Philogene,Jaden Philogene,IPS,MID,5.5,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-01-15,a,,,3,5,,2.0,2002-02-08
562,Maeda,Daizen Maeda,IPS,MID,5.5,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-25,a,,,,,,2.0,1997-10-20
112,Van Hecke,Jan Paul van Hecke,TOT,DEF,5.0,8.3,148,3210,36,4.1,3,3,3.31,1.57,0.13,1.3,10,8,575,317,8.89,152.0,2026-06-18,a,,,,,,2.2,2000-06-08
82,Kelleher,Caoimhín Kelleher,BRE,GKP,5.0,5.6,143,3330,37,3.9,0,0,0.0,0.22,0.01,1.45,10,11,570,0,0.0,93.8,2025-06-03,a,,,,,,2.6,1998-11-23
529,Roefs,Robin Roefs,SUN,GKP,5.0,5.2,136,3150,35,3.9,0,0,0.0,0.1,0.0,1.43,10,12,573,0,0.0,93.1,2025-08-01,a,,,,,,2.6,2003-01-17
198,Henderson,Dean Henderson,CRY,GKP,5.0,3.1,131,3330,37,3.5,0,0,0.0,0.11,0.0,1.39,11,7,538,0,0.0,84.7,2023-08-31,a,,,,,,2.6,1997-03-12
231,Keane,Michael Keane,EVE,DEF,5.0,1.5,131,2588,29,4.0,3,1,2.3,0.49,0.1,1.55,7,8,404,302,10.5,111.7,2017-07-03,a,,,,,,2.2,1993-01-11
202,Richards,Chris Richards,CRY,DEF,5.0,0.8,128,2825,31,3.9,1,0,2.42,1.56,0.13,1.31,11,5,453,311,9.91,107.6,2022-07-27,a,,,,,,2.2,2000-03-28
469,N.Williams,Neco Williams,NFO,DEF,5.0,13.0,128,3203,36,3.5,2,3,2.01,3.97,0.17,1.44,9,15,531,247,6.94,175.6,2022-07-11,a,,,,5,3,2.2,2001-04-13
445,Thiaw,Malick Thiaw,NEW,DEF,5.0,2.0,126,2963,33,3.6,4,0,4.8,0.96,0.18,1.49,5,12,436,292,8.87,138.9,2025-08-12,a,,,,,,2.2,2001-08-08
535,Alderete,Omar Alderete,SUN,DEF,5.0,1.2,125,2797,32,3.8,1,1,1.62,0.91,0.08,1.43,10,5,400,312,10.04,117.0,2025-08-12,a,,,,,,2.2,1996-12-26
253,Andersen,Joachim Andersen,FUL,DEF,5.0,0.1,123,2882,33,3.7,0,1,1.43,1.83,0.1,1.4,8,8,424,329,10.27,107.0,2024-08-23,s,Suspended until 30 Aug,0,,,,0.0,1996-05-31
28,Martinez,Emiliano Martínez Romero,AVL,GKP,5.0,4.7,120,2835,32,3.8,0,1,0.0,0.08,0.0,1.36,7,11,530,0,0.0,79.2,2020-09-16,a,,,,,,2.6,1992-09-02
232,O'Brien,Jake O'Brien,EVE,DEF,5.0,0.5,116,3118,35,3.1,1,3,1.67,1.0,0.08,1.54,10,2,368,231,6.67,107.5,2024-07-30,a,,,,,,2.2,2001-05-15
503,Van de Ven,Micky van de Ven,TOT,DEF,5.0,6.5,116,3041,35,3.3,4,1,2.82,0.38,0.09,1.27,9,10,431,212,6.27,99.6,2023-08-08,a,,,,,,2.2,2001-04-19
532,Ballard,Daniel Ballard,SUN,DEF,5.0,3.6,116,2144,24,4.0,2,2,2.46,0.63,0.13,1.39,6,9,340,264,11.08,121.5,2022-07-01,a,,,,,,2.2,1999-09-22
85,Van den Berg,Sepp van den Berg,BRE,DEF,5.0,0.7,113,2761,30,3.5,0,3,3.36,1.45,0.16,1.36,8,3,435,272,8.87,106.3,2024-08-22,a,,,,,,2.2,2001-12-20
140,Sánchez,Robert Lynch Sánchez,CHE,GKP,5.0,1.9,113,3040,35,3.2,0,1,0.0,0.04,0.0,1.44,9,7,509,0,0.0,86.7,2023-08-05,a,,,,,,2.6,1997-11-18
417,Dalot,Diogo Dalot Teixeira,MUN,DEF,5.0,3.0,111,2609,29,3.3,1,6,1.93,2.57,0.16,1.26,7,9,414,180,6.21,119.6,2018-06-08,a,,,,,,2.2,1999-03-18
412,Lammens,Senne Lammens,MUN,GKP,5.0,20.4,109,2880,32,3.4,0,0,0.0,0.0,0.0,1.23,8,11,413,0,0.0,63.7,2025-09-01,a,,,,,,2.6,2002-07-07
328,Struijk,Pascal Struijk,BHA,DEF,5.0,0.5,108,2935,33,3.2,0,1,3.06,0.76,0.11,1.32,7,4,412,297,9.11,113.1,2026-06-30,a,,,,,,2.2,1999-08-11
467,Sels,Matz Sels,NFO,GKP,5.0,1.4,105,2667,30,3.4,0,0,0.0,0.06,0.0,1.52,7,3,431,0,0.0,74.0,2024-02-01,a,,,,,,2.6,1992-02-26
102,Yarmoliuk,Yehor Yarmoliuk,BRE,MID,5.0,1.5,104,2652,30,2.8,1,3,1.22,1.39,0.09,1.37,8,1,448,338,11.47,83.4,2022-10-28,a,,,,,,1.5,2004-03-01
327,Bijol,Jaka Bijol,LEE,DEF,5.0,0.3,99,1888,21,4.0,1,3,0.9,0.75,0.08,1.5,5,6,323,219,10.44,86.0,2025-06-23,a,,,,,,2.2,1999-02-05
127,Gomez,Diego Gómez Amarilla,BHA,MID,5.0,1.8,97,2117,26,3.0,5,1,6.24,1.72,0.34,1.25,8,9,361,238,10.12,119.0,2025-01-01,a,,,,,4,1.5,2003-03-27
144,Gusto,Malo Gusto,CHE,DEF,5.0,1.1,96,2255,26,2.8,2,3,1.56,2.97,0.18,1.48,7,7,406,126,5.03,109.8,2023-01-28,a,,,,,,2.2,2003-05-19
442,Pope,Nick Pope,NEW,GKP,5.0,1.1,96,2416,27,3.6,0,1,0.16,0.0,0.01,1.23,7,3,414,0,0.0,70.7,2022-06-23,a,,,,,,2.6,1992-04-19
130,Wieffer,Mats Wieffer,BHA,DEF,5.0,0.3,94,1901,23,3.6,2,4,1.92,1.86,0.18,1.13,6,6,398,269,12.74,97.7,2024-07-06,a,,,,,,2.2,1999-11-16
448,Burn,Dan Burn,NEW,DEF,5.0,2.7,93,2195,25,3.2,1,3,1.08,0.36,0.05,1.24,6,5,286,225,9.23,82.1,2022-01-31,a,,,,,,2.2,1992-05-09
265,Berge,Sander Berge,FUL,MID,5.0,0.4,91,2904,34,2.6,0,3,1.54,1.5,0.1,1.34,8,3,503,280,8.68,91.0,2024-08-22,a,,,,,,1.5,1998-02-14
500,Romero,Cristian Romero,TOT,DEF,5.0,1.1,91,1869,22,4.0,4,1,1.39,1.25,0.13,1.36,5,10,305,197,9.49,93.2,2022-08-30,a,,,,,,2.2,1998-04-27
418,Maguire,Harry Maguire,MUN,DEF,5.0,8.3,90,1649,19,3.9,1,2,1.12,0.5,0.09,1.25,7,5,315,151,8.24,63.0,2019-08-05,a,,,,,,2.2,1993-03-05
447,Botman,Sven Botman,NEW,DEF,5.0,0.4,89,1834,21,3.6,1,1,1.73,0.86,0.12,1.35,5,6,332,216,10.6,87.4,2022-06-28,a,,,,,,2.2,2000-01-12
488,Sangaré,Ibrahim Sangaré,NFO,MID,5.0,0.5,89,2073,25,3.2,2,2,1.16,1.8,0.13,1.44,8,2,366,267,11.59,76.8,2023-09-01,a,,,,,,1.5,1997-12-02
545,Sadiki,Noah Sadiki,SUN,MID,5.0,0.4,80,2891,33,2.4,0,2,1.43,1.46,0.09,1.29,9,0,410,248,7.72,84.6,2025-07-04,a,,,,,,1.5,2004-12-17
449,Hall,Lewis Hall,NEW,DEF,5.0,4.1,79,2176,24,2.6,1,2,1.01,2.78,0.15,1.56,4,4,347,173,7.16,118.0,2024-07-01,a,,,,5,1,2.2,2004-09-08
73,Adams,Tyler Adams,BOU,MID,5.0,0.7,77,1769,21,3.1,2,2,0.63,0.63,0.06,1.38,7,3,346,232,11.8,66.3,2023-08-20,a,,,,,,1.5,1999-02-14
48,Onana,Amadou Onana,AVL,MID,5.0,0.0,76,1755,21,3.0,2,0,1.68,0.69,0.13,1.46,6,4,353,219,11.23,74.4,2024-07-22,i,Knee injury - Unknown return date,0,,,,0.0,2001-08-16
101,Henderson,Jordan Henderson,CHE,MID,5.0,0.0,76,1911,22,2.4,1,3,0.33,2.31,0.13,1.33,6,5,343,183,8.62,74.4,2026-08-03,u,has departed the club as a free agent.,0,,,,0.0,1990-06-17
98,Janelt,Vitaly Janelt,BRE,MID,5.0,0.1,74,1434,15,3.0,1,4,0.82,2.27,0.19,1.67,5,6,334,183,11.49,79.0,2020-10-03,a,,,,7,,1.5,1998-05-10
203,Canvot,Jaydee Canvot,CRY,DEF,5.0,0.6,72,1331,14,3.6,0,0,1.48,0.33,0.12,1.61,5,9,216,169,11.43,48.1,2025-09-01,a,,,,,,2.2,2006-07-29
518,P.M.Sarr,Pape Matar Sarr,TOT,MID,5.0,0.4,71,1388,13,2.7,2,4,1.63,1.11,0.18,1.73,3,2,313,183,11.87,68.2,2021-08-27,a,,,,,,1.5,2002-09-14
213,Lerma,Jefferson Lerma Solís,CRY,MID,5.0,0.1,69,1722,18,2.2,0,5,1.84,1.48,0.18,1.31,7,3,296,220,11.5,72.5,2023-07-01,a,,,,,,1.5,1994-10-25
240,Iroegbunam,Tim Iroegbunam,EVE,MID,5.0,0.1,68,1477,17,2.3,0,3,0.54,0.71,0.07,1.5,8,1,225,189,11.52,45.9,2024-06-22,a,,,,,,1.5,2003-06-30
77,Adli,Amine Adli,BOU,MID,5.0,0.2,67,1074,10,2.2,3,2,2.6,1.62,0.36,1.53,3,4,241,123,10.31,76.1,2025-08-21,a,,,,,,1.5,2000-05-10
214,Kamada,Daichi Kamada,CRY,MID,5.0,0.3,67,1899,22,2.4,0,2,1.64,3.24,0.23,1.23,6,0,331,208,9.86,74.5,2024-07-01,a,,,,8,,1.5,1996-08-05
267,Lukić,Saša Lukić,FUL,MID,5.0,0.1,67,1730,20,2.6,1,4,2.23,1.91,0.22,1.44,6,4,314,183,9.52,93.4,2023-01-31,a,,,,5,2,1.5,1996-08-13
345,Tanaka,Tanaka Ao,LEE,MID,5.0,0.3,67,1307,14,2.4,2,1,1.44,1.39,0.2,1.48,3,4,288,147,10.12,63.6,2024-08-30,a,,,,6,,1.5,1998-09-10
145,Fofana,Wesley Fofana,CHE,DEF,5.0,0.0,65,1718,20,2.6,0,2,0.72,0.6,0.07,1.35,4,3,288,206,10.79,60.4,2022-08-31,s,Suspended until 6 Sep,0,,,,0.0,2000-12-17
501,Danso,Kevin Danso,TOT,DEF,5.0,0.2,63,1489,17,2.6,0,0,0.62,0.28,0.06,1.22,4,1,219,192,11.61,55.5,2025-07-01,a,,,,,,2.2,1998-09-19
456,J.Ramsey,Jacob Ramsey,NEW,MID,5.0,0.5,62,1441,15,2.2,2,3,1.2,1.45,0.16,1.7,1,3,303,149,9.31,79.9,2025-08-17,a,,,,,,1.5,2001-05-28
47,Kamara,Boubacar Kamara,AVL,MID,5.0,0.1,61,1410,17,3.4,1,3,0.53,0.84,0.08,1.33,5,7,282,149,9.51,64.2,2022-06-11,a,,100,,,,1.5,1999-11-23
522,Gray,Archie Gray,TOT,MID,5.0,0.2,61,1471,18,2.5,2,2,1.5,1.29,0.17,1.52,5,6,237,132,8.08,55.5,2024-07-02,a,,,,,,1.5,2006-03-12
74,Brooks,David Brooks,BOU,MID,5.0,0.2,59,1188,13,1.9,1,3,5.81,3.4,0.7,1.53,5,4,215,94,7.12,104.1,2018-07-01,a,,,,9,3,1.5,1997-07-08
450,Livramento,Tino Livramento,NEW,DEF,5.0,0.1,59,1326,14,3.5,0,1,0.13,0.89,0.07,1.26,6,3,252,68,4.62,46.1,2023-08-08,d,Calf injury - 75% chance of playing,75,,,,1.6,2002-11-12
46,Barkley,Ross Barkley,AVL,MID,5.0,0.2,56,844,7,2.7,3,2,1.58,1.26,0.3,1.41,1,5,221,74,7.89,58.1,2024-07-01,a,,,,,,1.5,1993-12-05
131,Baleba,Carlos Baleba,BHA,MID,5.0,0.6,56,1646,23,1.8,0,0,0.78,0.72,0.08,1.12,7,0,231,209,11.43,36.8,2023-08-29,a,,,,,,1.5,2004-01-03
339,Longstaff,Sean Longstaff,LEE,MID,5.0,0.2,56,1003,10,2.4,2,2,1.23,1.87,0.28,1.42,1,5,273,110,9.87,81.2,2025-07-18,a,,,,5,2,1.5,1997-10-30
344,Gruev,Ilia Gruev,LEE,MID,5.0,0.0,56,1318,15,2.4,0,4,0.49,0.86,0.09,1.73,5,3,245,114,7.78,43.2,2023-08-31,a,,,,,,1.5,2000-05-06
420,Yoro,Leny Yoro,MUN,DEF,5.0,0.7,56,1730,18,1.8,0,1,1.34,0.59,0.1,1.4,2,1,191,156,8.12,53.2,2024-07-19,a,,,,,,2.2,2005-11-13
470,Morato,Felipe Rodrigues da Silva,NFO,DEF,5.0,0.1,53,1340,14,2.5,1,0,1.32,0.15,0.1,1.63,2,1,190,144,9.67,50.5,2024-08-30,a,,,,,,2.2,2001-06-30
419,Martinez,Lisandro Martínez,MUN,DEF,5.0,0.6,51,1229,13,2.8,0,0,0.15,0.6,0.05,1.11,5,3,241,105,7.69,42.0,2022-07-17,d,Thigh injury - 75% chance of playing,75,,,,1.6,1998-01-18
446,Schär,Fabian Schär,NEW,DEF,5.0,0.2,51,1089,11,3.2,0,0,0.97,0.6,0.13,1.14,4,0,186,115,9.5,46.4,2018-07-26,a,,100,,,3,2.2,1991-12-20
487,Dominguez,Nicolás Domínguez,NFO,MID,5.0,0.1,48,1168,17,1.8,1,1,1.47,0.77,0.17,1.79,3,3,229,143,11.02,59.7,2023-09-01,a,,,,,,1.5,1998-06-28
75,Christie,Ryan Christie,BOU,MID,5.0,0.0,47,978,9,1.8,2,1,1.81,0.79,0.24,1.76,3,2,214,123,11.32,64.7,2021-08-31,s,Suspended until 29 Aug,0,,10,,0.0,1995-02-22
162,Andrey Santos,Andrey Nascimento dos Santos,MUN,MID,5.0,1.4,47,1247,13,1.7,1,0,2.0,0.88,0.2,1.36,1,3,257,129,9.31,47.5,2026-07-13,a,,,,,,1.5,2004-05-03
62,Diakité,Bafodé Diakité,BOU,DEF,5.0,0.2,46,1275,15,2.6,0,0,0.02,0.19,0.01,1.59,4,2,164,117,8.26,34.4,2025-08-13,a,,,,,,2.2,2001-01-06
416,De Ligt,Matthijs de Ligt,MUN,DEF,5.0,0.0,43,1170,13,3.3,1,0,1.38,0.83,0.17,1.44,1,5,169,107,8.23,45.7,2024-08-13,i,Back injury - Unknown return date,0,,,,0.0,1999-08-12
360,Bradley,Conor Bradley,LIV,DEF,5.0,0.0,42,928,12,2.8,0,2,0.18,0.84,0.1,1.04,4,2,157,65,6.3,32.3,2023-09-25,i,Knee injury - Unknown return date,0,,,,0.0,2003-07-09
266,Cairney,Tom Cairney,FUL,MID,5.0,0.0,41,756,6,1.7,2,0,1.21,0.81,0.24,1.39,2,1,181,61,7.26,41.4,2015-07-07,a,,,,,,1.5,1991-01-20
35,Bogarde,Lamare Bogarde,AVL,MID,5.0,0.1,40,1042,11,1.4,0,0,0.0,0.2,0.02,1.33,2,4,121,60,5.18,20.6,2021-01-07,a,,,,,,1.5,2004-01-05
71,Cook,Lewis Cook,BOU,MID,5.0,0.1,40,872,8,2.2,0,1,0.07,0.52,0.06,1.44,1,0,190,143,14.76,40.6,2016-07-08,a,,,,8,,1.5,1997-02-03
433,Ugarte,Manuel Ugarte Ribeiro,MUN,MID,5.0,0.0,38,876,8,1.7,0,0,0.72,0.16,0.09,1.87,1,0,183,142,14.59,29.8,2024-08-30,i,Knee injury - Unknown return date,0,,,,0.0,2001-04-11
460,Willock,Joe Willock,NEW,MID,5.0,0.1,38,972,10,1.6,0,2,1.26,1.07,0.22,1.65,3,0,166,89,8.24,55.5,2021-08-13,a,,,,,,1.5,1999-08-20
215,Devenny,Justin Devenny,CRY,MID,5.0,0.0,36,785,7,1.7,1,0,2.38,0.39,0.31,1.69,1,0,108,72,8.25,38.4,2024-03-13,a,,,3,,3,1.5,2003-10-11
246,Röhl,Merlin Röhl,EVE,MID,5.0,0.1,36,675,6,2.2,1,1,0.67,0.35,0.14,1.77,2,2,98,68,9.07,26.3,2026-06-15,a,,,,,,1.5,2002-07-05
548,Rigg,Chris Rigg,SUN,MID,5.0,0.1,36,758,11,2.0,1,1,0.86,0.93,0.21,1.48,3,1,136,57,6.77,36.0,2022-12-31,a,,,,,,1.5,2007-06-18
351,Mamardashvili,Giorgi Mamardashvili,LIV,GKP,5.0,0.2,34,867,10,3.4,0,0,0.0,0.0,0.0,1.38,2,2,139,0,0.0,27.5,2024-08-27,a,,,,,,2.6,2000-09-29
546,Adingra,Simon Adingra,SUN,MID,5.0,0.3,34,649,9,2.4,1,1,0.35,0.62,0.14,1.57,4,3,81,45,6.24,27.0,2025-07-10,a,,,,,,1.5,2002-01-01
359,Gomez,Joe Gomez,LIV,DEF,5.0,0.1,33,594,7,1.6,0,2,0.28,0.64,0.14,1.41,2,2,94,46,6.97,23.2,2015-06-20,i,Muscular injury - Unknown return date,0,,,,0.0,1997-05-23
341,Gnonto,Wilfried Gnonto,LEE,MID,5.0,0.1,32,521,4,1.4,0,3,0.4,0.77,0.2,2.07,1,0,134,59,10.19,27.5,2022-09-01,a,,,,,,1.5,2003-11-05
243,Alcaraz,Carlos Alcaraz Durán,EVE,MID,5.0,0.1,29,679,6,1.4,0,1,1.17,0.54,0.23,1.8,3,0,121,70,9.28,41.8,2025-07-01,a,,,,,,1.5,2002-11-30
343,James,Daniel James,LEE,MID,5.0,0.1,23,547,6,1.2,0,0,0.91,0.71,0.27,2.37,1,0,93,35,5.76,33.9,2021-08-31,a,,,,,,1.5,1997-11-10
244,Armstrong,Harrison Armstrong,EVE,MID,5.0,0.1,21,524,6,1.6,0,0,0.79,0.22,0.18,1.88,1,0,84,50,8.59,21.0,2024-08-09,a,,,,,,1.5,2007-01-19
63,Milosavljević,Veljko Milosavljevic,BOU,DEF,5.0,0.1,19,367,4,2.7,0,0,0.15,0.19,0.09,1.08,1,0,63,39,9.56,12.2,2025-09-01,i,Unspecified injury - Unknown return date,0,,,,0.0,2007-06-28
225,Uche,Christantus Uche,CRY,FWD,5.0,0.0,17,159,0,1.2,0,1,0.49,0.01,0.29,2.62,0,0,42,13,7.36,8.8,,u,has returned to Getafe CF,0,,,,0.0,
348,Piroe,Joël Piroe,LEE,FWD,5.0,0.5,17,244,2,1.1,0,0,0.9,0.13,0.38,2.51,1,0,42,14,5.16,16.5,2023-08-24,a,,,3,,,1.4,1999-08-02
547,Mundle,Romaine Mundle,SUN,MID,5.0,0.0,14,399,2,1.0,0,0,0.87,0.48,0.31,1.93,0,0,42,33,7.44,12.7,2024-02-01,a,,,,,,1.5,2003-04-24
100,Carvalho,Fábio Freitas Gouveia Carvalho,BRE,MID,5.0,0.0,13,100,1,2.2,1,0,0.7,0.03,0.66,1.87,0,1,42,8,7.2,8.1,2024-08-12,d,Lack of match fitness - 25% chance of playing,25,,,,0.4,2002-08-30
161,Lavia,Roméo Lavia,CHE,MID,5.0,0.0,13,374,4,1.1,0,0,0.21,0.55,0.18,2.05,0,0,81,37,8.9,9.5,2023-08-18,a,,,,,,1.5,2004-01-06
168,Marc Guiu,Marc Guiu Paz,CHE,FWD,5.0,0.4,13,265,1,1.3,0,1,1.54,0.29,0.62,2.0,0,0,19,8,2.72,13.1,2024-07-01,a,,,,,,1.4,2006-01-04
385,Trafford,James Trafford,MCI,GKP,5.0,1.4,13,360,4,3.2,0,0,0.0,0.0,0.0,1.44,1,0,67,0,0.0,11.9,2025-07-29,a,,,,,,2.6,2002-10-10
551,Angulo,Nilson Angulo,SUN,MID,5.0,0.1,13,401,5,1.6,0,0,0.77,0.12,0.2,1.63,1,0,43,35,7.86,17.8,2026-02-02,a,,,,,,1.5,2003-06-19
104,Onyeka,Frank Onyeka,COV,MID,5.0,0.2,12,88,0,2.0,0,2,0.0,0.36,0.37,2.07,0,0,41,10,10.23,4.6,2026-07-01,a,,,,,,1.5,1998-01-01
342,Harrison,Jack Harrison,LEE,MID,5.0,0.0,12,262,1,1.1,0,0,0.28,0.23,0.18,1.31,0,0,51,24,8.24,11.5,2021-07-02,u,Has joined New England Revolution permanently,0,,,,0.0,1996-11-20
374,Endo,Endo Wataru,LIV,MID,5.0,0.0,12,170,1,1.5,0,1,0.04,0.05,0.05,2.18,1,0,49,23,12.18,8.0,2023-08-18,d,Ankle injury - 75% chance of playing,75,,,,1.1,1993-02-09
72,Gannon-Doak,Ben Gannon-Doak,BOU,MID,5.0,0.1,11,105,0,1.4,0,1,0.26,0.13,0.33,4.06,0,0,33,13,11.14,8.9,2025-08-18,a,,,,,,1.5,2005-11-11
141,Jörgensen,Filip Jörgensen,CHE,GKP,5.0,0.1,9,378,3,1.8,0,0,0.0,0.0,0.0,0.98,0,0,50,0,0.0,7.9,2024-07-30,a,,,,,,2.6,2002-04-16
76,Tóth.A,Alex Tóth,BOU,MID,5.0,0.0,8,135,2,0.9,0,0,0.11,0.33,0.29,3.27,0,0,32,17,11.33,9.6,2026-01-20,a,,,,,,1.5,2005-10-23
149,Colwill,Levi Samuels Colwill,CHE,DEF,5.0,1.8,8,225,2,2.7,0,0,0.0,0.12,0.05,1.34,0,0,30,25,10.0,8.0,2022-07-01,a,,,,,,2.2,2003-02-26
21,Nørgaard,Christian Nørgaard,ARS,MID,5.0,0.3,7,101,1,1.0,0,0,0.08,0.04,0.11,2.03,0,0,28,16,14.26,4.0,2025-07-10,a,,,,,,1.5,1994-03-10
375,Nyoni,Trey Nyoni,LIV,MID,5.0,0.1,6,21,0,1.0,0,0,0.37,0.02,1.68,3.64,0,0,11,5,21.43,2.1,2023-11-11,a,,,,,,1.5,2007-06-30
