code,season,round,fixture_id,team,pos,opponent,was_home,kickoff,minutes,starts,points,goals,assists,clean_sheets,goals_conceded,own_goals,pens_saved,pens_missed,xg,xa,xgc,defcon,bps,bonus,saves,yellow,red,threat,creativity,influence,price,selected
80178,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,7091
109745,2026/27,1,1,ARS,GKP,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,7415
110690,2026/27,1,1,COV,GKP,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,42690
154561,2026/27,1,1,ARS,GKP,COV,1,2026-08-21T19:00:00Z,90,1,6,0,0,1,0,0,0,0,0.0,0.0,0.2,0,24,0,1,0,0,0.0,0.0,11.8,60,3347153
168144,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,90,1,2,0,0,0,3,0,0,0,0.0,0.01,1.88,7,14,0,0,0,0,0.0,3.7,13.4,50,17412
173878,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,90,1,1,0,0,0,3,0,0,0,0.0,0.02,1.88,6,-4,0,0,0,0,0.0,3.8,13.8,40,73424
176412,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,18871
184029,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,75,1,11,1,0,1,0,0,0,0,0.21,0.1,0.06,8,41,3,0,0,0,31.0,41.5,50.6,65,717252
195384,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,14,0,1,0,0,0,0,0,0,0,0.14,0.02,0.15,2,5,0,0,0,0,14.0,1.2,3.6,60,62671
196100,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,8,0,1,0,0,0,0,0,0,0,0.0,0.0,0.13,1,3,0,0,0,0,0.0,0.3,0.4,55,12932
198869,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,90,1,11,0,1,1,0,0,0,0,0.18,0.21,0.2,5,37,2,0,0,0,13.0,26.8,33.2,55,401419
199798,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,1206127
200641,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,853
204480,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,67,1,3,0,0,1,0,0,0,0,0.07,0.08,0.06,6,10,0,0,0,0,2.0,6.4,6.8,75,1604406
204813,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,3977
205651,2026/27,1,1,ARS,FWD,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,60,31403
208706,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,70,391151
210156,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,20,0,1,0,0,0,0,0,0,0,0.0,0.0,0.29,1,4,0,0,0,0,0.0,1.4,0.0,55,76129
218997,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,69,1,2,0,0,0,3,0,0,0,0.0,0.01,1.6,3,7,0,0,0,0,2.0,12.3,2.6,50,78607
219847,2026/27,1,1,ARS,FWD,COV,1,2026-08-21T19:00:00Z,90,1,6,1,0,1,0,0,0,0,0.26,0.03,0.2,2,34,0,0,0,0,25.0,13.2,37.2,75,468616
220583,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,16501
223340,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,67,1,9,1,0,1,0,0,0,0,0.64,0.08,0.06,7,36,1,0,0,0,33.0,26.1,42.8,95,819914
224117,2026/27,1,1,ARS,FWD,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,75,816962
226597,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,90,1,5,0,0,1,0,0,0,0,0.05,0.01,0.2,4,21,0,0,1,0,1.0,1.8,6.6,80,2647984
226965,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,28,0,1,0,0,0,0,0,0,0,0.0,0.11,0.32,1,8,0,0,0,0,0.0,16.4,6.8,55,15509
230730,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,69,1,2,0,0,0,3,0,0,0,0.0,0.02,1.6,6,9,0,0,0,0,0.0,1.1,4.6,50,66198
232413,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,14,0,1,0,0,0,0,0,0,0,0.04,0.0,0.15,2,4,0,0,0,0,1.0,1.8,0.0,65,188164
241293,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,11314
248857,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,22,0,1,0,0,0,0,0,0,0,0.0,0.04,0.15,2,8,0,0,0,0,0.0,43.1,9.4,65,30442
428580,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,90,1,2,0,0,0,3,0,0,0,0.0,0.01,1.88,9,8,0,0,0,0,0.0,1.6,3.6,50,13188
436761,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,60272
437495,2026/27,1,1,ARS,GKP,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,2971
438098,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,892
439509,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,75,1,6,0,1,1,0,0,0,0,0.19,0.14,0.06,6,30,0,0,0,0,30.0,39.8,17.0,65,2247384
439668,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,1503
444145,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,65,21290
445122,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,65,11200
448104,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.15,0,3,0,0,0,0,0.0,0.5,0.4,55,165924
451284,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,90,1,1,0,0,0,3,0,0,0,0.0,0.01,1.88,7,-8,0,0,0,0,2.0,2.0,10.6,40,1257228
461102,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,90,1,3,0,0,0,3,0,0,0,0.02,0.01,1.88,10,11,0,0,0,0,1.0,11.2,23.2,40,721945
462424,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,60,26559
465390,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,6032
466075,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,80,1,9,0,1,1,0,0,0,0,0.04,0.09,0.06,5,31,0,0,0,0,4.0,12.2,26.0,55,3542684
469272,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,81,1,2,0,0,0,3,0,0,0,0.04,0.02,1.76,8,11,0,0,0,0,3.0,6.0,1.8,55,12321
472739,2026/27,1,1,COV,GKP,ARS,0,2026-08-21T19:00:00Z,90,1,1,0,0,0,3,0,0,0,0.0,0.01,1.88,0,0,0,2,0,0,0.0,0.0,14.2,45,100521
480457,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,20,0,1,0,0,0,0,0,0,0,0.15,0.0,0.29,5,3,0,0,0,0,17.0,3.8,5.6,50,13002
481655,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,22,0,1,0,0,0,0,0,0,0,0.0,0.02,0.15,3,3,0,0,0,0,0.0,2.3,3.8,55,107568
484389,2026/27,1,1,COV,GKP,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,142267
492498,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,16813
499169,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,90,1,3,0,0,1,0,0,0,0,0.06,0.11,0.2,7,15,0,0,0,0,7.0,22.9,11.0,55,55656
499175,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,1260
500040,2026/27,1,1,ARS,DEF,COV,1,2026-08-21T19:00:00Z,90,1,6,0,0,1,0,0,0,0,0.0,0.0,0.2,6,27,0,0,0,0,0.0,0.6,14.4,55,571606
501459,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,10294
539142,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,90,1,1,0,0,0,3,0,0,0,0.0,0.01,1.88,9,1,0,0,0,0,0.0,0.8,28.8,40,75420
549653,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,4620
551262,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,1827
577411,2026/27,1,1,COV,DEF,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,3736
616077,2026/27,1,1,ARS,MID,COV,1,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,8920
627221,2026/27,1,1,COV,FWD,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,7348
629397,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,62690
661888,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,61,1,1,0,0,0,3,0,0,0,0.0,0.0,1.56,3,2,0,0,1,0,0.0,3.1,0.0,50,23536
684268,2026/27,1,1,COV,MID,ARS,0,2026-08-21T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,28435
67089,2026/27,1,2,TOT,GKP,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,1778139
75115,2026/27,1,2,BRE,FWD,TOT,1,2026-08-22T16:30:00Z,7,0,1,0,0,0,0,0,0,0,0.03,0.04,0.07,0,4,0,0,0,0,5.0,10.3,2.2,55,30450
115556,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,99420
122798,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,90,1,3,0,0,0,3,0,0,0,0.0,0.06,3.87,11,13,0,0,0,0,2.0,19.2,31.8,45,350993
135720,2026/27,1,2,SUN,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,15516
154566,2026/27,1,2,TOT,FWD,BRE,0,2026-08-22T16:30:00Z,22,0,1,0,0,0,0,0,0,0,0.07,0.0,0.85,0,3,0,0,0,0,5.0,0.0,0.0,60,126667
172780,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,22,0,1,0,0,0,0,0,0,0,0.0,0.01,0.85,2,6,0,0,0,0,8.0,8.3,4.4,65,119410
183656,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,2396
184254,2026/27,1,2,TOT,GKP,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,35657
191866,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,90,1,8,0,0,1,0,0,0,0,0.11,0.02,0.57,10,29,0,0,0,0,35.0,0.9,20.0,45,318142
194010,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,22322
200720,2026/27,1,2,BRE,GKP,TOT,1,2026-08-22T16:30:00Z,90,1,7,0,0,1,0,0,0,0,0.0,0.01,0.57,0,34,0,4,0,0,0.0,0.0,31.4,50,513912
202993,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,45,0,1,0,0,0,1,0,0,0,0.0,0.01,2.18,5,8,0,0,0,0,0.0,14.7,2.0,55,17403
204580,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,90,1,9,1,0,1,0,0,0,0,0.39,0.17,0.57,13,35,0,0,1,0,24.0,38.8,53.2,50,9018
207283,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,66,1,6,0,1,1,0,0,0,0,0.08,0.34,0.47,5,22,0,0,0,0,13.0,46.2,12.6,55,16245
212319,2026/27,1,2,TOT,FWD,BRE,0,2026-08-22T16:30:00Z,67,1,2,0,0,0,3,0,0,0,0.0,0.0,3.02,1,6,0,0,0,0,0.0,2.2,0.0,60,283639
214572,2026/27,1,2,TOT,GKP,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,78400
221466,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,90,1,3,0,0,0,3,0,0,0,0.0,0.02,3.87,16,10,0,0,0,0,0.0,2.2,36.6,60,724252
221632,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,25814
231065,2026/27,1,2,COV,DEF,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,7000
232787,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,45,1,0,0,0,0,2,0,0,0,0.02,0.06,1.7,3,1,0,0,1,0,1.0,5.5,0.0,55,26860
232859,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,93085
244858,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,1459
249231,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,90,1,10,1,0,1,0,0,0,0,0.77,0.12,0.57,10,37,2,0,0,0,19.0,15.9,47.2,55,38558
432422,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,90,1,2,0,0,0,3,0,0,0,0.04,0.06,3.87,4,14,0,0,0,0,8.0,6.4,6.2,55,376914
432830,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,90,1,6,0,0,1,0,0,0,0,0.34,0.04,0.57,3,21,0,0,0,0,17.0,21.5,11.6,55,156847
440089,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,14,0,1,0,0,0,0,0,0,0,0.0,0.11,0.1,4,6,0,0,0,0,0.0,26.3,7.6,55,52929
441164,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,1595087
444180,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,23,0,1,0,0,0,0,0,0,0,0.03,0.35,0.1,8,9,0,0,0,0,1.0,34.9,10.6,60,14244
444765,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,14391
445044,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,65,949
460842,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,65,8272
469142,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,90,1,1,0,0,0,3,0,0,0,0.0,0.03,3.87,9,3,0,0,0,0,2.0,2.8,28.2,50,955905
472713,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,14,0,1,0,0,0,0,0,0,0,0.0,0.0,0.1,0,2,0,0,0,0,0.0,0.3,0.0,45,5416
482442,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,25576
485055,2026/27,1,2,TOT,GKP,BRE,0,2026-08-22T16:30:00Z,90,1,2,0,0,0,3,0,0,0,0.0,0.0,3.87,0,15,0,5,0,0,0.0,0.0,43.6,45,2208330
487053,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,4,0,1,0,0,0,0,0,0,0,0.0,0.02,0.44,0,3,0,0,0,0,0.0,0.7,0.0,45,43741
490145,2026/27,1,2,TOT,FWD,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,149807
491279,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,522301
493362,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,60,1345
499716,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,7021
499721,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,67,1,2,0,0,0,3,0,0,0,0.38,0.02,3.02,2,10,0,0,0,0,55.0,5.9,14.2,50,17505
499726,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,79913
502500,2026/27,1,2,BRE,FWD,TOT,1,2026-08-22T16:30:00Z,82,1,0,0,0,1,0,0,0,1,1.0,0.08,0.5,5,-3,0,0,0,0,8.0,4.0,2.2,80,1509299
507433,2026/27,1,2,BRE,GKP,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,9667
508395,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,23,0,1,0,0,0,0,0,0,0,0.04,0.0,0.1,6,7,0,0,0,0,3.0,0.8,2.2,50,123741
511499,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,90,1,2,0,0,0,3,0,0,0,0.06,0.06,3.87,8,17,0,0,0,0,9.0,26.0,10.4,60,50995
513086,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,15125
513418,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,90,1,3,0,0,1,0,0,0,0,0.52,0.01,0.57,9,17,0,0,0,0,59.0,11.8,14.4,60,330810
513545,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,75,1,14,0,2,1,0,0,0,0,0.05,0.33,0.47,13,41,3,0,0,0,21.0,21.8,31.6,55,294770
533463,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,66,1,3,0,0,1,0,0,0,0,0.05,0.29,0.47,6,6,0,0,0,0,15.0,30.8,1.0,65,105835
543295,2026/27,1,2,BRE,MID,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,187
547701,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,85,1,2,0,0,0,3,0,0,0,0.0,0.01,3.43,5,15,0,0,0,0,0.0,3.3,6.2,50,19767
548308,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,2583
550839,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,55,100
551226,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,45,0,1,0,0,0,1,0,0,0,0.0,0.06,2.18,2,16,0,0,0,0,2.0,27.2,7.2,60,178624
570241,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,1635
570526,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,45,1,1,0,0,0,2,0,0,0,0.0,0.01,1.7,8,2,0,0,0,0,2.0,2.0,0.0,55,18443
593174,2026/27,1,2,BRE,FWD,TOT,1,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,78000
607464,2026/27,1,2,BRE,DEF,TOT,1,2026-08-22T16:30:00Z,75,1,13,1,0,1,0,0,0,0,0.5,0.0,0.47,4,36,1,0,0,0,46.0,1.5,33.8,45,282611
611917,2026/27,1,2,TOT,MID,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,0
616221,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,27254
640419,2026/27,1,2,TOT,DEF,BRE,0,2026-08-22T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,4794
17761,2026/27,1,3,EVE,DEF,CRY,1,2026-08-22T14:00:00Z,90,1,6,0,0,1,0,0,0,0,0.05,0.0,1.96,9,25,0,0,0,0,4.0,0.8,15.2,60,765229
106611,2026/27,1,3,EVE,DEF,CRY,1,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,151116
108413,2026/27,1,3,CRY,MID,EVE,0,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,1093674
111234,2026/27,1,3,EVE,GKP,CRY,1,2026-08-22T14:00:00Z,90,1,7,0,0,1,0,0,0,0,0.0,0.02,1.96,0,34,0,4,0,0,0.0,0.0,31.8,55,698199
121709,2026/27,1,3,CRY,GKP,EVE,0,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,10987
128295,2026/27,1,3,EVE,MID,CRY,1,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,10920
138001,2026/27,1,3,EVE,GKP,CRY,1,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45,3498
152551,2026/27,1,3,CRY,MID,EVE,0,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,50,10665
169593,2026/27,1,3,CRY,GKP,EVE,0,2026-08-22T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,40,156141
172649,2026/27,1,3,CRY,GKP,EVE,0,2026-08-22T14:00:00Z,90,1,2,0,0,0,2,0,0,0,0.0,0.0,1.12,0,14,0,3,0,0,0.0,0.0,28.2,50,171144
205533,2026/27,1,3,CRY,FWD,EVE,0,2026-08-22T14:00:00Z,55,1,1,0,0,0,2,0,0,0,0.6,0.58,0.84,3,12,0,0,0,0,23.0,24.5,10.4,55,43148
209400,2026/27,1,3,CRY,MID,EVE,0,2026-08-22T14:00:00Z,90,1,3,0,0,0,2,0,0,0,0.0,0.27,1.12,14,25,0,0,1,0,0.0,29.3,20.4,50,24728
