id,name,full_name,team,team_id,pos,pos_id,price,proj_gw,proj_6gw,proj_by_gw,mins_proj,value,sel_pct,pts_last,mins_last,ppg_last,goals_last,assists_last,xgi90_last,defcon_last,cs_last,bonus_last,status,news,joined,is_new,pens,corners,fk,fdr6,cs_rate,note
336,Okafor,Noah Okafor,LEE,13,MID,3,6.0,3.375,20.25,"[3.283, 3.553, 3.283, 3.856, 3.553, 2.724]",52,0.5626,0.7,109,1553,3.9,8,3,0.38,113,6,11,a,,2025-08-21,False,,,,19,0.232,
28,Martinez,Emiliano Martínez Romero,AVL,2,GKP,1,5.0,3.365,20.19,"[3.204, 3.187, 3.519, 3.538, 3.204, 3.538]",76,0.6729,4.7,120,2835,3.8,0,1,0.0,0,7,11,a,,2020-09-16,False,,,,18,0.245,
69,Scott,Alex Scott,BOU,3,MID,3,6.0,3.349,20.1,"[2.96, 3.601, 3.392, 3.601, 3.367, 3.176]",73,0.5582,1.6,136,2848,3.7,3,2,0.21,386,11,9,a,,2023-08-10,False,,7,4,22,0.227,2 goals in the 10-1 win over Genoa
94,Schade,Kevin Schade,BRE,4,MID,3,6.0,3.349,20.1,"[3.53, 3.261, 3.83, 3.261, 3.229, 2.984]",71,0.5582,2.2,125,2744,3.6,8,5,0.47,190,11,5,a,,2023-07-01,False,2,,,19,0.232,
68,Tavernier,Marcus Tavernier,BOU,3,MID,3,6.0,3.346,20.08,"[2.849, 3.667, 3.4, 3.667, 3.368, 3.124]",70,0.5576,1.9,137,2732,4.0,7,4,0.45,251,11,14,a,,2022-08-01,False,3,6,1,22,0.227,
544,Xhaka,Granit Xhaka,SUN,20,MID,3,5.5,3.339,20.04,"[3.447, 3.671, 3.233, 3.208, 2.806, 3.671]",75,0.6072,5.8,124,2901,3.6,1,6,0.15,362,9,8,a,,2025-07-30,False,,4,1,18,0.247,
223,Mateta,Jean-Philippe Mateta,CRY,8,FWD,4,6.5,3.315,19.89,"[3.182, 3.151, 3.182, 3.743, 3.182, 3.447]",63,0.5099,6.9,114,2210,3.6,12,0,0.64,125,8,13,a,,2022-01-31,False,1,,,18,0.253,
41,Buendía,Emiliano Buendía Stati,AVL,2,MID,3,6.0,3.305,19.83,"[3.191, 3.163, 3.433, 3.425, 3.191, 3.425]",57,0.5508,0.9,102,1753,2.8,6,2,0.28,197,3,10,a,,2021-06-10,False,1,,1,18,0.245,2 goals + 3 assists in pre-season
141,Jörgensen,Filip Jörgensen,CHE,6,GKP,1,5.0,3.299,19.8,"[3.087, 3.874, 2.394, 3.874, 3.087, 3.48]",83,0.6599,0.1,9,378,1.8,0,0,0.0,0,0,0,a,,2024-07-30,False,,,,18,0.254,
19,Zubimendi,Martín Zubimendi Ibáñez,ARS,1,MID,3,5.5,3.29,19.74,"[3.668, 2.926, 3.141, 3.169, 3.169, 3.668]",71,0.5982,1.5,133,2991,3.5,5,1,0.16,307,16,9,a,,2025-07-06,False,,,,18,0.491,
557,Tzolis,Christos Tzolis,ARS,1,MID,3,6.5,3.26,19.56,"[3.705, 2.833, 3.088, 3.114, 3.114, 3.705]",60,0.5015,2.1,0,0,0.0,0,0,0,0,0,0,a,,2026-07-23,True,,,,18,0.491,Goal + assist on his Arsenal debut
105,Anthony,Jaidon Anthony,BRE,4,MID,3,6.0,3.257,19.54,"[3.443, 3.164, 3.75, 3.164, 3.136, 2.883]",69,0.5428,0.2,0,0,0.0,0,0,0,232,0,0,a,,2026-07-07,True,,,,19,0.232,
249,Barry,Thierno Barry,EVE,9,FWD,4,5.5,3.247,19.48,"[3.331, 3.075, 3.044, 3.075, 3.618, 3.34]",61,0.5904,0.9,95,1898,2.5,8,0,0.41,74,7,9,a,,2025-07-09,False,2,,,17,0.224,
14,Eze,Eberechi Eze,ARS,1,MID,3,6.5,3.24,19.44,"[3.653, 2.841, 3.076, 3.107, 3.107, 3.653]",53,0.4984,3.3,113,1885,3.4,7,3,0.38,120,11,8,a,,2025-08-23,False,,,3,18,0.491,
138,Kostoulas,Charalampos Kostoulas,BHA,5,FWD,4,5.5,3.233,19.4,"[3.362, 2.836, 3.652, 3.371, 3.072, 3.103]",72,0.5878,0.3,35,351,1.7,2,1,0.68,41,1,3,a,,2025-07-01,False,,,,18,0.271,
453,Barnes,Harvey Barnes,NEW,17,MID,3,6.0,3.222,19.33,"[3.021, 3.051, 3.305, 3.051, 3.59, 3.314]",59,0.537,1.2,106,1951,2.9,7,1,0.45,100,5,9,a,,2023-07-23,False,,,,17,0.259,
32,Cash,Matty Cash,AVL,2,DEF,2,4.5,3.215,19.29,"[3.06, 3.047, 3.36, 3.382, 3.06, 3.382]",79,0.7145,7.8,117,3016,3.3,3,3,0.12,186,8,7,a,,2020-09-03,False,,5,,18,0.245,
327,Bijol,Jaka Bijol,LEE,13,DEF,2,5.0,3.208,19.25,"[3.117, 3.368, 3.117, 3.629, 3.368, 2.649]",62,0.6416,0.3,99,1888,4.0,1,3,0.08,219,5,6,a,,2025-06-23,False,,,,19,0.232,
232,O'Brien,Jake O'Brien,EVE,9,DEF,2,5.0,3.206,19.24,"[3.319, 2.997, 2.99, 2.997, 3.647, 3.288]",81,0.6413,0.5,116,3118,3.1,1,3,0.08,231,10,2,a,,2024-07-30,False,,,,17,0.224,
337,Aaronson,Brenden Aaronson,LEE,13,MID,3,5.5,3.207,19.24,"[3.122, 3.371, 3.122, 3.648, 3.371, 2.609]",61,0.5831,0.8,126,2449,3.4,4,8,0.3,216,9,5,a,,2022-07-01,False,,,3,19,0.232,
463,Woltemade,Nick Woltemade,NEW,17,FWD,4,6.0,3.2,19.2,"[3.0, 3.03, 3.282, 3.03, 3.565, 3.291]",55,0.5333,1.7,108,1896,3.3,8,4,0.38,105,8,12,a,,2025-08-30,False,1,,,17,0.259,
417,Dalot,Diogo Dalot Teixeira,MUN,16,DEF,2,5.0,3.198,19.19,"[3.283, 3.621, 2.998, 2.985, 2.998, 3.303]",71,0.6396,3.0,111,2609,3.3,1,6,0.16,180,7,9,a,,2018-06-08,False,,,,17,0.283,
418,Maguire,Harry Maguire,MUN,16,DEF,2,5.0,3.191,19.15,"[3.269, 3.605, 2.995, 2.987, 2.995, 3.296]",59,0.6382,8.3,90,1649,3.9,1,2,0.09,151,7,5,a,,2019-08-05,False,,,,17,0.283,
81,Rodríguez,Álvaro Rodríguez,BOU,3,FWD,4,6.0,3.18,19.08,"[2.678, 3.505, 3.235, 3.505, 3.203, 2.957]",72,0.5301,0.3,0,0,0.0,0,0,0,0,0,0,a,,2026-07-14,True,,,,22,0.227,
423,Shaw,Luke Shaw,MUN,16,DEF,2,4.5,3.179,19.08,"[3.262, 3.625, 2.968, 2.961, 2.968, 3.293]",85,0.7065,24.7,113,3220,3.0,1,1,0.08,224,10,3,a,,2014-07-01,False,,,,17,0.283,
471,Milenković,Nikola Milenković,NFO,18,DEF,2,5.5,3.175,19.05,"[3.594, 2.766, 3.305, 2.766, 3.594, 3.022]",89,0.5772,2.3,119,3375,3.1,0,1,0.04,311,9,2,a,,2024-07-18,False,,,,18,0.232,
9,Hincapie,Piero Hincapié,ARS,1,DEF,2,5.5,3.169,19.02,"[3.673, 2.691, 2.987, 2.996, 2.996, 3.673]",58,0.5762,4.3,87,1787,3.5,1,2,0.1,171,5,7,a,,2026-07-01,True,,,,18,0.491,New signing; rotation risk with Calafiori and Mosquera
60,Hill,James Hill,BOU,3,DEF,2,5.5,3.171,19.02,"[2.711, 3.477, 3.203, 3.477, 3.199, 2.957]",64,0.5765,1.3,110,2102,3.8,0,3,0.09,260,8,4,a,,2022-01-05,False,,,,22,0.227,
123,Hinshelwood,Jack Hinshelwood,BHA,5,MID,3,6.0,3.165,18.99,"[3.291, 2.779, 3.572, 3.299, 3.009, 3.039]",59,0.5275,0.3,91,1736,3.4,4,5,0.38,114,7,2,a,,2022-12-30,False,,,,18,0.271,
250,Leno,Bernd Leno,FUL,10,GKP,1,4.5,3.164,18.98,"[3.098, 3.111, 3.453, 2.795, 3.098, 3.428]",90,0.7031,3.2,122,3420,3.2,0,0,0.0,0,9,8,a,,2022-08-02,False,,,,20,0.247,
491,Igor Jesus,Igor Jesus Maciel da Cruz,NFO,18,FWD,4,6.0,3.149,18.89,"[3.548, 2.757, 3.267, 2.757, 3.548, 3.016]",62,0.5248,5.0,114,2293,3.1,6,6,0.3,123,9,13,a,,2025-07-05,False,3,,,18,0.232,4 goals in 4 pre-season games
156,Neto,Pedro Lomba Neto,CHE,6,MID,3,6.5,3.137,18.82,"[3.005, 3.536, 2.488, 3.536, 3.005, 3.255]",65,0.4827,1.3,125,2629,3.7,5,7,0.39,122,11,9,a,,2024-08-11,False,,6,4,18,0.254,
30,Digne,Lucas Digne,AVL,2,DEF,2,4.5,3.125,18.75,"[2.971, 2.959, 3.266, 3.29, 2.971, 3.29]",60,0.6944,1.4,97,1842,3.1,0,7,0.19,113,7,5,a,,2022-01-13,False,,4,,18,0.245,
357,Frimpong,Jeremie Frimpong,LIV,14,DEF,2,5.5,3.125,18.75,"[2.913, 3.238, 3.212, 3.575, 2.913, 2.902]",56,0.5683,3.0,63,1032,3.0,0,5,0.18,30,5,1,a,,2025-06-01,False,,,,17,0.307,
412,Lammens,Senne Lammens,MUN,16,GKP,1,5.0,3.116,18.7,"[3.203, 3.557, 2.907, 2.895, 2.907, 3.226]",77,0.6232,20.4,109,2880,3.4,0,0,0.0,0,8,11,a,,2025-09-01,False,,,,17,0.283,
499,Pedro Porro,Pedro Porro Sauceda,TOT,19,DEF,2,5.5,3.117,18.7,"[2.959, 3.579, 2.959, 3.264, 3.264, 2.679]",73,0.5668,23.8,117,2793,3.4,1,3,0.17,218,9,8,a,,2023-07-01,False,,6,1,18,0.239,
57,Petrović,Đorđe Petrović,BOU,3,GKP,1,4.5,3.113,18.68,"[2.497, 3.523, 3.159, 3.523, 3.15, 2.828]",90,0.6919,3.7,124,3420,3.3,0,0,0.0,0,11,5,a,,2025-07-16,False,,,,22,0.227,
53,Manzambi,Johan Manzambi,AVL,2,MID,3,6.0,3.109,18.66,"[2.981, 2.955, 3.248, 3.246, 2.981, 3.246]",75,0.5182,2.3,0,0,0.0,0,0,0,0,0,0,a,,2026-07-17,True,,,,18,0.245,
113,F.Kadıoğlu,Ferdi Kadıoğlu,BHA,5,DEF,2,4.5,3.105,18.63,"[3.27, 2.638, 3.609, 3.241, 2.931, 2.94]",78,0.69,2.9,118,3130,3.2,1,2,0.16,170,10,7,a,,2024-08-27,False,,7,,18,0.271,
85,Van den Berg,Sepp van den Berg,BRE,4,DEF,2,5.0,3.071,18.42,"[3.247, 2.976, 3.524, 2.976, 2.97, 2.731]",73,0.6141,0.7,113,2761,3.5,0,3,0.16,272,8,3,a,,2024-08-22,False,,,,19,0.232,
125,Georginio,Georginio Rutter,BHA,5,FWD,4,5.5,3.07,18.42,"[3.191, 2.7, 3.461, 3.199, 2.92, 2.949]",59,0.5581,0.7,87,1776,2.7,3,5,0.3,131,7,2,a,,2024-08-19,False,,,,18,0.271,
503,Van de Ven,Micky van de Ven,TOT,19,DEF,2,5.0,3.069,18.41,"[2.908, 3.535, 2.908, 3.217, 3.217, 2.625]",79,0.6137,6.5,116,3041,3.3,4,1,0.09,212,9,10,a,,2023-08-08,False,,,,18,0.239,
549,Talbi,Chemsdine Talbi,SUN,20,MID,3,5.5,3.065,18.39,"[3.192, 3.457, 2.94, 2.91, 2.435, 3.457]",58,0.5573,0.2,83,1553,3.0,4,2,0.19,92,7,6,a,,2025-07-09,False,,,,18,0.247,
88,Kayode,Michael Kayode,BRE,4,DEF,2,4.5,3.062,18.37,"[3.274, 2.948, 3.606, 2.948, 2.941, 2.653]",85,0.6804,4.0,113,3258,3.1,1,2,0.12,219,10,9,a,,2025-07-01,False,,,,19,0.232,
140,Sánchez,Robert Lynch Sánchez,CHE,6,GKP,1,5.0,3.054,18.32,"[2.88, 3.536, 2.287, 3.536, 2.88, 3.203]",80,0.6107,1.9,113,3040,3.2,0,1,0.0,0,9,7,a,,2023-08-05,False,,,,18,0.254,
334,Muharemović,Tarik Muharemović,LEE,13,DEF,2,5.0,3.047,18.28,"[2.919, 3.265, 2.919, 3.618, 3.265, 2.295]",75,0.6094,1.3,0,0,0.0,0,0,0,0,0,0,a,,2026-07-17,True,,,,19,0.232,
552,Brobbey,Brian Brobbey,SUN,20,FWD,4,6.0,3.046,18.28,"[3.173, 3.437, 2.921, 2.892, 2.418, 3.437]",59,0.5077,19.9,92,1920,3.0,7,2,0.31,74,6,12,a,,2025-09-01,False,,,,18,0.247,"Excellent pre-season, assist v Wrexham"
390,Rúben,Rúben dos Santos Gato Alves Dias,MCI,15,DEF,2,5.5,3.026,18.16,"[3.178, 2.849, 3.509, 2.557, 3.509, 2.557]",56,0.5502,1.4,113,2139,4.3,2,0,0.05,167,12,4,a,,2020-09-29,False,,,,18,0.312,
120,Svoboda,Michael Svoboda,BHA,5,DEF,2,5.0,2.995,17.97,"[3.169, 2.511, 3.52, 3.13, 2.817, 2.821]",75,0.5989,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-07-02,True,,,,18,0.271,
504,Vuskovic,Luka Vušković,BHA,5,DEF,2,5.0,2.995,17.97,"[3.169, 2.511, 3.52, 3.13, 2.817, 2.821]",75,0.5989,2.9,0,0,0.0,0,0,0,0,0,0,a,,2026-07-14,True,,,,18,0.271,
465,Osula,William Osula,NEW,17,FWD,4,6.0,2.979,17.88,"[2.793, 2.821, 3.057, 2.821, 3.32, 3.064]",64,0.4966,1.6,76,805,3.2,7,1,0.55,31,2,13,a,,2024-08-08,False,2,,,17,0.259,
567,Horníček,Lukás Hornícek,NEW,17,GKP,1,5.0,2.968,17.81,"[2.736, 2.732, 3.098, 2.732, 3.46, 3.049]",83,0.5936,0.2,0,0,0.0,0,0,0,0,0,0,a,,2026-08-03,True,,,,17,0.259,
263,Kevin,Kevin Santos Lopes de Macedo,FUL,10,MID,3,5.5,2.957,17.74,"[2.899, 2.927, 3.162, 2.685, 2.899, 3.17]",65,0.5377,0.1,49,1030,1.9,1,3,0.24,86,4,0,a,,2025-09-01,False,,6,,20,0.247,
534,Hume,Trai Hume,SUN,20,DEF,2,4.5,2.957,17.74,"[3.077, 3.415, 2.8, 2.792, 2.246, 3.415]",77,0.6572,2.3,110,3032,2.9,2,1,0.13,203,9,6,a,,2022-01-04,False,,5,,18,0.247,
86,Lewis-Potter,Keane Lewis-Potter,BRE,4,MID,3,5.5,2.95,17.7,"[3.11, 2.871, 3.378, 2.871, 2.842, 2.624]",51,0.5363,0.5,115,1960,3.2,3,4,0.26,74,9,5,a,,2022-07-12,False,,,1,19,0.232,
203,Canvot,Jaydee Canvot,CRY,8,DEF,2,5.0,2.946,17.68,"[2.827, 2.823, 2.827, 3.307, 2.827, 3.065]",59,0.5892,0.6,72,1331,3.6,0,0,0.12,169,5,9,a,,2025-09-01,False,,,,18,0.253,
526,Solanke,Dominic Solanke-Mitchell,TOT,19,FWD,4,6.0,2.936,17.62,"[2.818, 3.307, 2.818, 3.048, 3.048, 2.579]",60,0.4894,2.7,40,997,2.7,3,0,0.3,71,0,4,a,,2024-08-10,False,1,,,18,0.239,
193,Wright,Haji Wright,COV,7,FWD,4,5.5,2.933,17.6,"[2.355, 3.347, 2.355, 3.347, 2.845, 3.347]",72,0.5332,1.8,0,0,0.0,0,0,0,0,0,0,a,,2023-08-04,False,1,,,19,0.174,
446,Schär,Fabian Schär,NEW,17,DEF,2,5.0,2.933,17.6,"[2.763, 2.767, 3.023, 2.767, 3.283, 2.997]",63,0.5866,0.2,51,1089,3.2,0,0,0.13,115,4,0,a,,2018-07-26,False,,,3,17,0.259,
461,Touré,Bazoumana Touré,NEW,17,MID,3,6.0,2.933,17.6,"[2.744, 2.768, 3.015, 2.768, 3.285, 3.016]",69,0.4888,0.2,0,0,0.0,0,0,0,0,0,0,a,,2026-07-05,True,,,,17,0.259,
467,Sels,Matz Sels,NFO,18,GKP,1,5.0,2.931,17.59,"[3.379, 2.494, 3.069, 2.494, 3.379, 2.772]",73,0.5863,1.4,105,2667,3.4,0,0,0.0,0,7,3,a,,2024-02-01,False,,,,18,0.232,
429,Rashford,Marcus Rashford,MUN,16,MID,3,7.0,2.927,17.56,"[3.01, 3.276, 2.764, 2.739, 2.764, 3.008]",49,0.4181,1.4,0,0,0.0,0,0,0,0,0,0,a,,2015-07-01,False,,,,17,0.283,
295,McBurnie,Oli McBurnie,HUL,11,FWD,4,5.5,2.919,17.52,"[2.817, 3.09, 3.082, 2.6, 2.845, 3.082]",72,0.5308,1.8,0,0,0.0,0,0,0,0,0,0,a,,2025-08-06,False,2,,,19,0.174,
130,Wieffer,Mats Wieffer,BHA,5,DEF,2,5.0,2.902,17.41,"[3.007, 2.606, 3.222, 2.986, 2.792, 2.796]",58,0.5803,0.3,94,1901,3.6,2,4,0.18,269,6,6,a,,2024-07-06,False,,,,18,0.271,
329,Rodon,Joe Rodon,LEE,13,DEF,2,4.5,2.895,17.37,"[2.807, 3.05, 2.807, 3.303, 3.05, 2.353]",76,0.6433,1.8,109,2952,3.1,2,0,0.06,274,6,5,a,,2024-07-02,False,,,,19,0.232,
447,Botman,Sven Botman,NEW,17,DEF,2,5.0,2.895,17.37,"[2.744, 2.751, 2.972, 2.751, 3.199, 2.954]",60,0.5791,0.4,89,1834,3.6,1,1,0.12,216,5,6,a,,2022-06-28,False,,,,17,0.259,
79,Evanilson,Francisco Evanilson de Lima Barbosa,BOU,3,FWD,4,6.0,2.883,17.3,"[2.428, 3.177, 2.933, 3.177, 2.904, 2.68]",72,0.4805,2.0,115,2741,3.2,6,7,0.4,135,11,6,a,,2024-08-16,False,,,,22,0.227,
67,Rayan,Rayan Vitor Simplício Rocha,BOU,3,MID,3,6.5,2.866,17.2,"[2.42, 3.154, 2.915, 3.154, 2.886, 2.667]",54,0.4409,3.5,67,1110,4.5,5,2,0.37,82,6,3,a,,2026-01-27,False,,,,22,0.227,
269,Sessegnon,Ryan Sessegnon,FUL,10,DEF,2,4.5,2.867,17.2,"[2.823, 2.829, 3.065, 2.614, 2.823, 3.045]",60,0.637,0.4,95,1816,3.5,3,3,0.17,218,6,8,a,,2024-07-26,False,,,,20,0.247,
18,Martinelli,Gabriel Martinelli Silva,ARS,1,MID,3,6.5,2.861,17.17,"[3.223, 2.512, 2.718, 2.745, 2.745, 3.223]",52,0.4402,0.3,57,1065,1.9,1,5,0.46,77,2,3,a,,2019-07-15,False,,,,18,0.491,
166,N.Jackson,Nicolas Jackson,CHE,6,FWD,4,6.5,2.855,17.13,"[2.735, 3.218, 2.264, 3.218, 2.735, 2.963]",46,0.4393,0.4,0,0,0.0,0,0,0,0,0,0,a,,2023-07-01,False,,,,18,0.254,
96,Damsgaard,Mikkel Damsgaard,BRE,4,MID,3,5.5,2.848,17.09,"[2.98, 2.783, 3.201, 2.783, 2.76, 2.579]",52,0.5178,0.7,113,2046,3.4,4,4,0.35,241,5,9,a,,2022-08-10,False,,6,3,19,0.232,
442,Pope,Nick Pope,NEW,17,GKP,1,5.0,2.848,17.09,"[2.646, 2.657, 2.948, 2.657, 3.25, 2.927]",69,0.5695,1.1,96,2416,3.6,0,1,0.01,0,7,3,a,,2022-06-23,False,,,,17,0.259,
439,Šeško,Benjamin Sesko,MUN,16,FWD,4,7.0,2.83,16.98,"[2.911, 3.154, 2.68, 2.653, 2.68, 2.903]",41,0.4043,2.7,111,1630,3.7,11,2,0.53,64,2,19,d,Shin injury - 75% chance of playing,2025-08-09,False,,,,17,0.283,
328,Struijk,Pascal Struijk,BHA,5,DEF,2,5.0,2.799,16.79,"[2.918, 2.463, 3.162, 2.896, 2.674, 2.679]",77,0.5597,0.5,108,2935,3.2,0,1,0.11,297,7,4,a,,2026-06-30,True,,,,18,0.271,
457,J.Murphy,Jacob Murphy,NEW,17,MID,3,6.0,2.792,16.75,"[2.618, 2.645, 2.864, 2.645, 3.11, 2.872]",54,0.4654,0.2,82,1606,2.5,3,2,0.32,90,8,5,a,,2017-07-19,False,,,,17,0.259,
332,Justin,James Justin,LEE,13,DEF,2,4.5,2.787,16.72,"[2.696, 2.945, 2.696, 3.203, 2.945, 2.237]",57,0.6193,0.5,94,1893,3.2,2,1,0.15,183,6,9,a,,2025-08-25,False,,,,19,0.232,
543,Diarra,Habib Diarra,SUN,20,MID,3,5.5,2.779,16.68,"[2.894, 3.135, 2.665, 2.639, 2.208, 3.135]",58,0.5053,0.1,65,1403,3.2,2,6,0.26,79,5,3,a,,2025-07-01,False,1,,,18,0.247,
496,Kinsky,Antonín Kinský,TOT,19,GKP,1,4.5,2.775,16.65,"[2.597, 3.279, 2.597, 2.939, 2.939, 2.3]",88,0.6167,19.0,20,630,2.9,0,0,0.0,0,2,0,a,,2025-01-05,False,,,,18,0.239,De Zerbi's confirmed No.1 after a new long-term contract
350,A.Becker,Alisson Becker,LIV,14,GKP,1,5.5,2.771,16.63,"[2.578, 2.874, 2.848, 3.178, 2.578, 2.57]",68,0.5039,4.1,91,2340,3.5,0,0,0.0,0,8,8,a,,2018-07-19,False,,,,17,0.307,
448,Burn,Dan Burn,NEW,17,DEF,2,5.0,2.764,16.58,"[2.609, 2.615, 2.843, 2.615, 3.078, 2.824]",64,0.5528,2.7,93,2195,3.2,1,3,0.05,225,6,5,a,,2022-01-31,False,,,,17,0.259,
569,García,Gonzalo García,FUL,10,FWD,4,6.0,2.76,16.56,"[2.704, 2.731, 2.958, 2.496, 2.704, 2.966]",72,0.4599,0.8,0,0,0.0,0,0,0,0,0,0,a,,2026-08-03,True,,,,20,0.247,
31,Konsa,Ezri Konsa Ngoyo,AVL,2,DEF,2,4.5,2.752,16.51,"[2.612, 2.606, 2.876, 2.904, 2.612, 2.904]",79,0.6117,17.0,100,3035,2.9,0,1,0.06,196,9,3,a,,2019-07-11,False,,,,18,0.245,
261,Iwobi,Alex Iwobi,FUL,10,MID,3,5.5,2.736,16.42,"[2.682, 2.708, 2.928, 2.482, 2.682, 2.935]",65,0.4975,0.9,103,2420,3.6,4,3,0.24,188,5,13,a,,2023-09-01,False,2,4,1,20,0.247,
257,Bassey,Calvin Bassey,FUL,10,DEF,2,4.5,2.727,16.36,"[2.676, 2.686, 2.951, 2.441, 2.676, 2.93]",68,0.606,0.5,103,2532,3.4,1,1,0.07,205,7,9,a,,2023-07-28,False,,,,20,0.247,
230,Branthwaite,Jarrad Branthwaite,EVE,9,DEF,2,5.5,2.722,16.33,"[2.829, 2.524, 2.52, 2.524, 3.138, 2.797]",63,0.4949,1.9,32,678,3.2,1,1,0.06,67,1,0,a,,2020-06-20,False,,,,17,0.224,
160,Garnacho,Alejandro Garnacho Ferreyra,AVL,2,MID,3,6.0,2.719,16.32,"[2.614, 2.588, 2.838, 2.831, 2.614, 2.831]",61,0.4532,1.0,56,1261,2.3,1,4,0.51,71,4,3,a,,2026-07-23,True,,,,18,0.245,
264,Bobb,Oscar Bobb,FUL,10,MID,3,5.5,2.705,16.23,"[2.651, 2.677, 2.896, 2.451, 2.651, 2.903]",63,0.4918,0.4,42,1030,1.8,0,2,0.31,76,4,0,a,,2026-01-30,False,,,,20,0.247,
15,Ødegaard,Martin Ødegaard,ARS,1,MID,3,6.5,2.702,16.21,"[3.043, 2.373, 2.568, 2.593, 2.593, 3.043]",49,0.4157,3.0,74,1363,3.1,1,7,0.32,102,6,5,a,,2021-08-20,False,3,8,,18,0.491,
401,Marmoush,Omar Marmoush,MCI,15,FWD,4,7.0,2.7,16.2,"[2.802, 2.586, 3.043, 2.364, 3.043, 2.364]",39,0.3858,0.7,56,691,2.7,3,3,0.46,39,4,5,a,,2025-01-23,False,2,,2,18,0.312,
268,King,Josh King,FUL,10,MID,3,5.5,2.68,16.08,"[2.628, 2.653, 2.866, 2.433, 2.628, 2.874]",58,0.4873,0.1,63,1290,2.0,1,3,0.22,107,5,3,a,,2024-02-02,False,,,,20,0.247,
186,Mason-Clark,Ephron Mason-Clark,COV,7,MID,3,5.5,2.66,15.96,"[2.115, 3.052, 2.115, 3.052, 2.574, 3.052]",75,0.4837,0.3,0,0,0.0,0,0,0,0,0,0,a,,2024-02-01,False,,,,19,0.174,
188,Torp,Victor Torp,COV,7,MID,3,5.5,2.66,15.96,"[2.115, 3.052, 2.115, 3.052, 2.574, 3.052]",75,0.4837,0.2,0,0,0.0,0,0,0,0,0,0,a,,2024-01-11,False,2,6,2,19,0.174,
190,Tchaouna,Loum Tchaouna,COV,7,MID,3,5.5,2.66,15.96,"[2.115, 3.052, 2.115, 3.052, 2.574, 3.052]",75,0.4837,0.1,0,0,0.0,0,0,0,69,0,0,a,,2026-07-11,True,,,,19,0.174,
45,McGinn,John McGinn,AVL,2,MID,3,5.5,2.633,15.8,"[2.532, 2.507, 2.747, 2.74, 2.532, 2.74]",53,0.4787,2.7,103,2136,3.4,5,4,0.3,150,8,6,a,,2018-08-08,False,,6,,18,0.245,
500,Romero,Cristian Romero,TOT,19,DEF,2,5.0,2.63,15.78,"[2.519, 2.955, 2.519, 2.733, 2.733, 2.32]",55,0.526,1.1,91,1869,4.0,4,1,0.13,197,5,10,a,,2022-08-30,False,,,,18,0.239,
129,Ayari,Yasin Ayari,BHA,5,MID,3,5.5,2.585,15.51,"[2.672, 2.316, 2.868, 2.678, 2.476, 2.497]",50,0.4699,0.5,98,1921,3.4,3,4,0.18,225,6,7,a,,2023-01-30,False,,8,1,18,0.271,
484,Hutchinson,Omari Hutchinson,NFO,18,MID,3,5.5,2.576,15.45,"[2.896, 2.262, 2.671, 2.262, 2.896, 2.469]",53,0.4683,0.2,82,1676,2.6,1,7,0.32,129,6,3,a,,2025-08-16,False,,4,,18,0.232,
330,Bogle,Jayden Bogle,LEE,13,DEF,2,4.5,2.563,15.38,"[2.472, 2.725, 2.472, 2.988, 2.725, 1.999]",72,0.5697,0.4,96,2795,2.8,1,5,0.17,178,6,1,a,,2024-07-20,False,,,,19,0.232,
391,Gvardiol,Joško Gvardiol,MCI,15,DEF,2,5.5,2.558,15.35,"[2.676, 2.42, 2.941, 2.185, 2.941, 2.185]",46,0.4651,11.7,79,1370,4.4,2,2,0.2,103,6,5,a,,2023-08-05,False,,,,18,0.312,
347,Nmecha,Lukas Nmecha,LEE,13,FWD,4,5.5,2.547,15.28,"[2.476, 2.682, 2.476, 2.913, 2.682, 2.05]",42,0.463,0.6,73,1065,2.4,6,1,0.74,57,3,8,a,,2025-07-01,False,2,,,19,0.232,
116,Dunk,Lewis Dunk,BHA,5,DEF,2,4.5,2.535,15.21,"[2.653, 2.2, 2.897, 2.634, 2.41, 2.417]",69,0.5634,0.7,100,2837,3.0,1,1,0.08,231,7,5,a,,2009-07-01,False,,,2,18,0.271,
553,Isidor,Wilson Isidor,SUN,20,FWD,4,5.5,2.527,15.16,"[2.632, 2.851, 2.423, 2.399, 2.006, 2.851]",42,0.4595,1.2,74,1148,2.3,6,1,0.4,51,4,7,a,,2025-02-01,False,,,,18,0.247,
262,Smith Rowe,Emile Smith Rowe,FUL,10,MID,3,5.5,2.521,15.13,"[2.471, 2.496, 2.698, 2.287, 2.471, 2.704]",60,0.4584,0.4,80,1909,2.2,3,1,0.27,148,6,1,a,,2024-08-02,False,,,,20,0.247,
159,Caicedo,Moisés Caicedo Corozo,CHE,6,MID,3,5.5,2.52,15.12,"[2.444, 2.751, 2.145, 2.751, 2.444, 2.589]",64,0.4582,3.7,110,2796,3.3,3,1,0.13,366,6,10,a,,2023-08-14,False,,,,18,0.254,
454,Elanga,Anthony Elanga,NEW,17,MID,3,6.0,2.508,15.05,"[2.352, 2.375, 2.573, 2.375, 2.795, 2.58]",58,0.418,0.7,48,1302,1.5,0,1,0.23,55,2,0,a,,2025-07-11,False,,8,,17,0.259,
