id,price,sel_pct,tin,tout,dcost_event,status
1,6.0,38.9,148726,123590,0,a
2,4.9,0.1,224,600,-1,a
3,4.9,0.0,83,217,-1,a
4,8.0,24.6,35069,151147,0,a
5,6.5,0.1,489,1029,0,d
6,5.9,0.2,620,2636,-1,i
7,5.5,0.7,4968,6844,0,a
8,5.7,48.0,301325,55169,0,a
9,5.3,1.1,2630,12936,-1,a
10,5.5,7.6,76911,70645,0,a
11,5.4,3.3,618,109170,-1,d
12,9.5,11.4,127621,84247,0,a
13,7.4,13.5,17571,91087,-1,a
14,6.4,1.3,2878,19887,0,a
15,6.6,14.6,369112,67730,0,a
16,6.3,0.2,1156,2994,0,a
17,5.9,0.5,1414,7242,0,a
18,6.3,0.1,0,5026,0,u
19,5.4,0.7,1185,8203,0,a
20,5.3,0.1,447,946,-1,a
22,5.4,0.0,0,268,0,u
23,5.5,0.0,0,217,0,u
24,5.5,0.0,0,77,0,u
25,7.3,4.0,4595,61420,0,a
26,7.5,7.6,119441,47047,0,a
27,5.9,0.2,0,6338,0,u
31,4.4,13.9,342786,62215,0,a
452,6.8,1.8,1529,25254,0,a
557,6.4,17.1,48126,244037,-1,a
29,4.5,0.1,677,1062,0,a
30,4.5,0.1,0,683,0,u
32,4.5,6.7,17465,36282,0,d
33,4.5,0.4,2269,1483,0,a
34,4.5,0.4,1390,3514,0,a
35,5.0,0.1,478,773,0,a
36,4.5,0.8,6993,3762,0,a
37,4.5,0.3,2106,1249,0,a
38,4.0,1.7,8510,11378,0,a
39,4.0,0.2,0,1490,0,u
41,5.9,1.0,6794,13391,-1,a
44,5.4,0.1,0,3564,0,u
45,5.4,2.3,9529,20279,0,a
46,5.0,0.3,3090,2243,0,a
47,5.0,0.3,2425,3018,0,a
48,5.0,0.0,74,193,0,i
49,5.0,0.0,0,17,0,u
50,4.5,0.7,4932,5531,0,a
51,4.5,1.2,30880,13173,0,a
52,5.0,0.0,326,457,0,a
53,5.9,0.1,292,1323,0,i
54,5.5,0.0,85,366,0,s
55,7.8,3.3,0,93367,0,u
56,5.5,0.2,2903,1832,0,a
160,5.9,0.4,1094,5801,0,a
166,6.5,1.1,21497,11286,0,a
582,5.5,0.3,264,3614,0,i
596,4.5,0.1,168,766,0,a
597,5.0,1.6,46984,9912,0,a
606,4.0,0.2,1962,1232,0,a
607,4.5,0.1,0,2371,0,u
611,4.5,0.2,1968,1467,0,a
618,6.0,0.0,874,1287,0,i
630,4.5,0.0,452,178,0,a
631,6.0,0.1,2127,957,0,a
57,4.5,3.3,16847,21613,0,a
58,4.0,3.4,21541,12144,0,a
59,4.0,0.1,0,1081,0,u
60,5.5,0.8,4318,6415,0,a
61,5.5,3.5,6542,29542,0,a
62,5.0,0.2,846,1924,0,a
63,5.0,0.0,49,118,0,i
64,4.5,0.1,789,1087,0,a
65,4.4,0.0,74,169,-1,i
66,4.0,0.3,2647,1805,0,a
67,6.4,2.0,4848,26798,-1,a
68,6.0,3.3,102670,27608,0,a
69,6.0,4.7,235762,31916,0,a
70,6.0,1.0,4983,12916,0,a
71,5.0,0.2,1459,2238,0,a
72,4.9,0.1,250,678,-1,a
73,5.0,0.3,3793,2363,0,a
74,5.0,0.1,464,525,0,a
75,5.0,0.0,600,353,0,a
76,5.0,0.0,53,141,0,a
77,4.9,0.0,38,220,0,i
78,7.4,0.2,138,2416,0,i
79,6.0,3.2,29239,28006,0,a
80,5.5,0.0,0,168,0,u
81,6.0,0.1,877,1156,0,a
566,5.0,0.4,2796,3576,0,a
573,4.5,0.2,170,1031,0,a
608,5.0,0.1,2262,1212,0,a
615,4.5,0.0,507,361,0,a
82,5.0,6.7,21996,34744,0,a
83,4.5,0.1,394,653,0,a
84,5.5,1.7,1187,45094,0,d
85,4.9,0.1,54,911,0,i
86,5.5,2.1,17271,19359,0,a
87,4.5,4.8,31712,56867,0,a
88,4.6,9.0,31139,71098,0,a
89,4.5,0.2,201,1250,0,a
90,4.5,0.1,202,471,0,a
92,4.5,0.0,69,170,0,a
93,4.5,0.1,283,421,0,a
94,6.0,3.9,17551,48945,0,a
95,6.4,0.7,821,13144,-1,a
96,5.5,0.5,3432,2613,0,a
97,5.5,0.1,20,2781,0,i
98,5.0,1.7,96501,19870,0,a
99,5.0,0.0,15,23,0,i
100,5.0,0.0,256,236,0,a
102,4.9,0.8,517,9679,0,a
103,5.0,0.0,21,433,0,i
105,6.0,0.1,459,1612,0,a
106,7.9,11.7,14461,195103,-1,a
107,4.5,1.1,12967,9276,0,a
108,5.5,0.4,1867,3856,0,a
565,5.7,13.8,78425,189374,0,a
620,4.5,0.1,1185,1414,0,a
109,4.5,22.2,138209,105640,0,a
