id,price,sel_pct,tin,tout,dcost_event,status
1,6.1,42.2,116687,42057,1,a
2,4.9,0.1,93,226,0,a
3,4.9,0.0,44,108,0,a
4,8.0,22.8,21258,60920,0,a
5,6.5,0.4,10980,3545,0,a
6,5.9,0.2,344,990,0,i
7,5.4,0.6,793,4645,-1,a
8,5.8,50.5,68176,57498,0,a
9,5.2,0.9,1293,5344,-1,a
10,5.5,5.0,3192,61926,0,d
11,5.3,1.6,1059,8613,0,a
12,9.5,13.6,93501,42187,0,a
13,7.4,11.7,7283,72662,0,d
14,6.2,1.0,1995,6225,-1,a
15,6.8,19.8,68056,80924,0,a
16,6.2,0.2,681,1452,0,a
17,5.8,0.4,639,2652,0,a
18,6.3,0.1,0,497,0,u
19,5.3,0.6,442,3443,0,a
20,5.3,0.1,411,529,0,a
22,5.4,0.0,0,48,0,u
23,5.5,0.0,0,35,0,u
24,5.5,0.0,0,17,0,u
25,7.1,3.1,6736,15191,-1,a
26,7.6,8.4,49746,48796,0,d
27,5.9,0.1,0,892,0,u
31,4.6,19.4,83222,40607,1,a
452,6.7,1.8,4894,6899,0,a
557,6.3,12.2,10641,131758,-1,a
29,4.5,0.1,52,921,0,i
30,4.5,0.0,0,198,0,u
32,4.4,4.9,2406,23233,0,a
33,4.5,0.4,1490,1245,0,a
34,4.5,0.3,38,2888,0,i
35,4.9,0.1,156,412,-1,a
36,4.4,0.5,48,5684,-1,i
37,4.5,0.3,900,1154,0,a
38,4.0,1.5,1676,5544,0,a
39,4.0,0.1,0,494,0,u
41,5.9,1.0,10881,3617,0,a
44,5.4,0.1,0,430,0,u
45,5.4,2.2,6132,7628,0,a
46,5.0,0.3,513,1641,0,a
47,5.0,0.3,1160,1426,0,a
48,4.9,0.0,35,87,0,i
49,5.0,0.0,0,10,0,u
50,4.5,0.6,576,3110,0,a
51,4.5,1.2,2929,8937,0,a
52,5.0,0.0,64,718,0,d
53,5.9,0.4,26178,2676,0,a
54,5.5,0.0,406,169,0,a
55,7.8,2.5,0,11080,0,u
56,5.5,0.2,1466,1574,0,a
160,5.8,0.3,465,2552,0,a
166,6.5,1.4,31094,6942,0,a
582,5.4,0.2,167,1631,0,i
596,4.5,0.1,461,288,0,a
597,5.0,1.9,12468,5781,0,a
606,4.0,0.2,283,834,0,a
607,4.5,0.1,0,647,0,u
611,4.5,0.2,1315,1312,0,a
618,5.9,0.0,17,389,0,i
630,4.5,0.0,166,163,0,a
631,6.0,0.1,810,1048,0,a
667,4.0,0.1,6332,650,0,a
57,4.5,3.0,5406,10567,0,a
58,4.0,3.5,7448,6560,0,a
59,4.0,0.1,0,503,0,u
60,5.5,0.8,2806,2791,0,a
61,5.4,3.0,4056,11083,-1,a
62,4.9,0.2,427,873,-1,a
63,4.9,0.0,21,38,0,i
64,4.5,0.1,362,433,0,a
65,4.4,0.0,31,42,0,i
66,4.0,0.3,676,1026,0,a
67,6.3,1.6,3520,9055,-1,a
68,6.1,6.7,74515,38945,0,a
69,6.1,5.7,20950,35452,0,a
70,6.0,0.9,2283,16334,0,i
71,5.0,0.2,243,1066,0,a
72,4.9,0.1,128,340,0,a
73,5.0,0.3,983,1500,0,a
74,5.0,0.1,160,303,0,a
75,5.0,0.0,268,224,0,a
76,4.9,0.0,25,53,0,a
77,4.9,0.0,21,68,0,i
78,7.4,0.2,160,744,0,i
79,6.0,3.2,15171,19262,0,a
80,5.5,0.0,0,48,0,u
81,6.0,0.1,649,649,0,a
566,5.0,0.4,4979,2798,0,a
573,4.4,0.2,137,390,0,a
608,5.0,0.1,796,812,0,a
615,4.5,0.0,168,170,0,a
82,5.0,6.1,18178,11975,0,a
83,4.5,0.1,262,299,0,a
84,5.4,1.0,107,8504,0,i
85,4.9,0.1,31,293,0,i
86,5.5,1.7,3411,11141,0,a
87,4.5,3.9,10214,20634,0,a
88,4.6,7.6,11853,19166,0,a
89,4.4,0.2,146,535,0,a
90,4.5,0.1,161,226,0,a
92,4.4,0.0,56,83,-1,a
93,4.5,0.3,14075,1869,0,a
94,6.2,11.2,360585,20645,1,a
95,6.3,0.5,713,3340,0,a
96,5.4,0.4,1376,1869,0,a
97,5.4,0.1,17,581,0,i
98,5.0,2.5,17813,16251,0,a
99,5.0,0.0,6,7,0,i
100,5.0,0.0,575,156,0,a
102,4.8,0.6,1197,2974,0,a
103,4.9,0.0,9,94,0,i
105,5.9,0.1,2126,541,0,a
106,7.8,9.0,49294,34219,0,a
107,4.5,0.9,553,8754,0,i
108,5.4,0.3,1049,2272,-1,a
565,5.6,10.0,7722,131972,-1,a
620,4.5,0.1,428,616,0,a
657,4.5,0.0,310,243,0,a
660,4.0,0.0,474,61,0,a
661,4.0,0.0,2656,476,0,a
109,4.5,21.6,65080,65479,0,a
111,4.0,4.1,6539,13572,0,a
113,4.4,1.6,3622,6289,0,a
114,4.5,0.3,1800,689,0,a
115,5.0,27.6,279118,17914,1,a
116,4.5,1.5,7419,8465,0,d
117,4.5,0.0,100,82,0,a
118,4.5,0.0,0,257,0,u
119,4.5,0.0,155,122,0,a
120,5.0,0.1,1265,421,0,a
121,5.9,0.0,100,156,0,i
122,5.8,0.0,43,197,-1,i
123,5.9,0.6,240,6201,0,i
124,5.8,28.4,743382,10031,1,a
125,5.3,0.5,2349,3521,-1,a
126,5.4,0.1,373,518,0,a
127,5.0,4.0,11164,36063,0,a
128,5.0,0.0,0,6,0,u
129,5.4,0.4,2021,1814,0,a
130,4.9,0.2,25,1792,0,i
132,4.5,0.0,0,183,0,u
133,5.0,0.0,0,3,0,u
134,4.5,0.2,320,1251,0,a
135,4.8,0.0,19,356,-1,i
137,5.4,0.0,29,45,0,i
138,5.6,3.8,284550,15177,1,a
139,5.0,0.0,113,238,0,i
328,4.9,0.2,631,706,0,d
504,5.0,3.6,50142,11422,0,a
594,5.9,0.2,2838,2025,-1,a
600,5.0,0.0,101,116,0,a
605,4.5,4.0,23883,30623,0,a
614,4.5,0.0,231,234,0,a
624,5.0,0.0,0,5,0,u
639,5.5,0.0,2542,269,0,a
652,5.5,0.0,16,39,0,i
658,4.5,0.0,277,200,0,a
28,5.0,4.8,6651,20261,0,a
40,7.7,40.4,130535,64131,0,a
101,4.9,0.0,468,136,0,a
136,5.9,1.0,6514,8526,0,a
140,4.9,0.7,0,4322,0,u
141,5.0,0.0,0,30,0,u
142,5.4,5.9,553,72375,0,d
143,5.5,0.1,0,281,0,u
144,4.9,1.0,1464,6460,-1,a
145,5.0,0.2,2188,1151,0,a
146,4.5,0.0,0,38,0,u
148,4.5,0.8,732,6872,0,a
149,4.8,0.9,956,4985,-1,a
150,4.5,0.0,0,142,0,u
151,4.5,0.3,374,1768,0,a
152,5.3,0.6,180,3492,0,d
154,9.7,25.9,44264,147135,0,d
156,6.5,1.4,4382,8960,0,a
157,6.3,0.7,1509,4004,0,a
158,5.8,0.0,147,200,-1,a
159,5.3,1.0,364,8176,0,d
161,5.0,0.2,377,2301,0,a
163,4.5,0.1,0,651,0,u
164,5.3,0.0,65,166,0,a
165,7.7,65.4,52997,367223,-1,d
168,5.0,0.2,0,1392,0,u
169,4.5,0.5,4024,3214,0,a
170,5.0,0.1,66,982,0,i
200,5.9,6.8,6867,26887,-1,a
560,4.4,0.1,220,264,0,a
561,4.5,0.0,57,100,0,a
568,5.4,0.1,203,409,0,a
583,4.9,0.1,362,489,0,a
662,4.5,0.0,309,61,0,a
91,4.5,0.1,337,201,0,a
104,4.9,0.1,155,412,0,a
110,4.5,0.8,2277,5556,0,a
171,4.0,1.0,0,4314,0,u
172,4.4,0.4,207,592,0,a
173,4.0,8.6,22989,27784,0,a
174,4.0,0.3,0,1620,0,u
175,4.0,8.8,1092,70197,0,d
176,4.0,0.7,5537,1470,0,a
177,3.9,0.0,931,469,-1,i
178,4.0,0.1,169,269,0,a
179,4.0,0.0,64,120,0,a
180,4.0,0.1,21,465,0,i
181,4.0,0.0,0,87,0,u
182,4.0,0.6,28,6246,0,i
183,4.9,0.1,799,594,0,a
184,4.9,0.1,165,789,0,a
185,4.8,0.1,114,354,0,a
186,5.3,0.1,69,332,-1,a
187,4.8,0.0,11,85,-1,i
188,5.3,0.1,41,393,-1,a
189,4.4,0.3,3821,2073,0,a
190,5.4,0.1,19,317,0,a
191,4.5,0.1,0,613,0,u
192,4.5,0.3,0,1820,0,u
193,5.4,0.1,40,486,0,i
194,5.0,0.8,6974,5273,0,a
195,4.9,0.6,1459,4844,-1,a
196,5.0,0.0,0,59,0,u
197,4.5,0.0,0,132,0,u
492,5.4,0.4,57,4613,-1,s
575,4.8,0.1,262,893,-1,a
584,5.4,0.1,40,362,0,a
599,5.0,0.1,467,697,0,a
623,4.0,0.6,7593,2047,0,a
655,5.5,0.0,65,49,0,a
656,4.0,0.1,1682,767,0,a
42,5.4,0.0,95,239,0,a
153,4.5,0.1,21,696,0,s
198,5.0,1.3,117,10028,0,i
199,4.5,0.1,586,306,0,a
