id,price,sel_pct,tin,tout,dcost_event,status
1,6.0,38.2,85190,62913,0,a
2,5.0,0.1,272,1109,0,a
3,5.0,0.0,87,406,0,a
4,8.0,29.2,48896,96106,0,a
5,6.5,0.1,347,2658,0,i
6,6.0,0.3,754,5974,0,i
7,5.5,0.7,7931,7234,0,a
8,5.6,41.5,266193,31835,1,a
9,5.5,1.5,3309,33896,0,a
10,5.5,6.3,112284,18118,0,a
11,5.5,5.9,12986,33131,0,a
12,9.5,10.4,72421,25353,0,a
13,7.5,17.2,30265,122337,0,a
14,6.5,1.8,4787,35794,0,a
15,6.5,11.2,238902,27607,0,a
16,6.5,0.3,1052,6477,0,a
17,6.0,0.6,2051,13026,0,a
18,6.4,0.2,1062,5826,-1,a
19,5.5,1.0,1315,16543,0,a
20,5.4,0.1,361,2024,-1,a
22,5.5,0.0,60,279,0,a
23,5.5,0.0,64,183,0,a
24,5.5,0.0,53,135,0,a
25,7.4,7.2,7507,182431,-1,a
26,7.5,7.3,153133,28254,0,a
27,6.0,0.3,1602,5997,0,a
31,4.5,11.1,38123,189626,0,a
452,7.0,3.0,708,102298,0,d
557,6.5,25.9,188029,40055,0,a
28,5.0,4.1,7322,45070,0,a
29,4.5,0.1,625,659,0,a
30,4.5,0.1,0,4461,0,u
32,4.5,7.9,25198,82889,0,a
33,4.5,0.4,2923,2791,0,a
34,4.5,0.4,1715,3978,0,a
35,5.0,0.1,566,773,0,a
36,4.5,0.8,2302,6943,0,a
37,4.5,0.3,1607,3236,0,a
38,4.0,1.7,6238,11326,0,a
39,4.0,0.2,0,6041,0,u
41,6.0,1.2,4149,16018,0,a
44,5.5,0.1,858,2156,0,a
45,5.5,2.9,6460,33959,0,a
46,5.0,0.2,1553,2128,0,a
47,5.0,0.3,2176,3838,0,a
48,5.0,0.0,125,458,0,i
49,5.0,0.0,0,112,0,u
50,4.5,0.7,2963,5582,0,a
51,4.5,0.7,6304,4191,0,a
52,5.0,0.0,300,473,0,a
53,6.0,0.2,199,7747,0,i
54,5.5,0.1,122,1626,0,s
55,7.9,8.4,9787,194405,-1,a
56,5.5,0.1,480,2093,0,d
160,6.0,0.6,1769,8286,0,a
582,5.5,0.4,1073,6944,0,i
596,4.5,0.1,760,842,0,a
597,5.0,0.8,3395,5223,0,a
606,4.0,0.1,1185,193,0,a
607,4.5,0.1,3220,687,0,a
611,4.5,0.0,955,88,0,a
57,4.5,3.3,18425,10415,0,a
58,4.0,3.2,7323,8163,0,a
59,4.0,0.2,1133,754,0,u
60,5.5,0.9,6805,5265,0,a
61,5.5,4.2,15595,19818,0,a
62,5.0,0.2,2376,1943,0,a
63,5.0,0.0,64,252,0,i
64,4.5,0.1,2119,787,0,a
65,4.5,0.0,76,445,0,i
66,4.0,0.2,342,2048,0,d
67,6.5,2.8,18221,17244,0,a
68,6.0,2.2,56186,9094,0,a
69,6.0,1.5,6488,10222,0,a
70,6.0,1.2,11329,7441,0,a
71,5.0,0.2,2407,1313,0,a
72,5.0,0.1,309,689,0,a
73,5.0,0.2,2344,2457,0,a
74,5.0,0.1,436,575,0,a
75,5.0,0.0,405,155,0,a
76,5.0,0.0,82,124,0,a
77,5.0,0.0,41,851,0,i
78,7.5,0.3,404,11445,0,i
79,6.0,2.8,52096,14283,0,a
80,5.5,0.0,0,936,0,u
81,6.0,0.1,779,1006,0,a
566,5.0,0.3,5029,1641,0,a
573,4.5,0.2,405,1118,0,a
608,5.0,0.0,1791,302,0,a
615,4.5,0.0,9,0,0,a
82,5.0,6.4,59144,14787,0,a
83,4.5,0.1,530,695,0,a
84,5.5,2.1,20183,6991,0,a
85,5.0,0.1,130,3595,0,i
86,5.5,0.9,34980,5138,0,a
87,4.5,3.9,47485,9910,0,a
88,4.6,7.0,259799,15929,1,a
89,4.5,0.3,463,1657,0,a
90,4.5,0.1,499,431,0,a
91,4.5,0.1,369,764,0,a
92,4.5,0.0,97,160,0,a
93,4.5,0.2,123,907,0,a
94,6.0,3.5,17195,19111,0,a
95,6.5,1.1,5787,7877,0,a
96,5.5,0.5,1689,5779,0,a
97,5.5,0.2,2828,1039,0,a
98,5.0,0.4,22429,3084,0,a
99,5.0,0.0,24,39,0,i
100,5.0,0.0,94,217,0,a
102,5.0,1.2,616,9939,0,a
103,5.0,0.0,147,283,0,a
105,6.0,0.2,1512,1846,0,a
106,8.0,16.8,75018,104720,0,a
107,4.5,0.9,6507,6731,0,a
108,5.5,0.4,3420,3795,0,a
565,5.6,7.7,338819,16553,1,a
109,4.5,21.5,66433,33116,0,a
111,4.0,4.0,8223,10784,0,a
113,4.5,2.3,2084,43645,0,d
114,4.5,0.3,2886,1098,0,a
115,4.6,7.1,393205,15481,1,a
116,4.5,1.2,10251,3894,0,a
117,4.5,0.0,150,175,0,a
118,4.5,0.1,404,694,0,a
119,4.5,0.0,243,160,0,a
120,5.0,0.1,697,557,0,a
121,6.0,0.0,138,1043,0,i
122,6.0,0.1,125,3015,0,i
123,6.0,2.6,131204,15420,0,a
124,5.5,13.1,18617,80016,0,a
125,5.5,1.1,22489,9391,0,d
126,5.5,0.1,523,1101,0,a
127,5.0,3.8,16245,12567,0,a
128,5.0,0.0,0,152,0,u
129,5.5,0.6,2600,5724,0,a
130,5.0,0.4,11036,2300,0,a
132,4.5,0.1,0,1332,0,u
